时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,2.2,219673,0,9980659,0
2009-06-02 16:00:00,3.82,2.94,73968,0,0,0
2009-06-03 16:00:00,6.51,5,206748,0,0,0
2009-06-04 16:00:00,7.03,3.72,0,-128857,0,0
2009-06-05 16:00:00,6.51,3.73,1746.8,0,0,0
2009-06-08 16:00:00,6.84,3.66,0,-7043,9298252,-9617824.4
2009-06-09 16:00:00,7.28,3.85,18405,0,0,0
2009-06-10 16:00:00,8.33,4.85,100417.6,0,0,0
2009-06-11 16:00:00,7.32,3.71,0,-113958,0,0
2009-06-12 16:00:00,5.31,0.85,0,-286185.15,0,0
2009-06-15 16:00:00,7.48,2.73,187621.4,0,8715042,-8372086.25
2009-06-16 16:00:00,7.3,2.94,21761,0,0,0
2009-06-17 16:00:00,9.09,4.85,191131,0,0,0
2009-06-18 16:00:00,10.79,5.91,105251,0,0,0
2009-06-19 16:00:00,11.61,6.68,76824,0,0,0
2009-06-22 16:00:00,11.7,7.39,71495.5,0,8611834,-9667822.5
2009-06-23 16:00:00,11.75,8.41,101834.6,0,0,0
2009-06-24 16:00:00,13.08,10.56,214823,0,0,0
2009-06-25 16:00:00,12.98,9.99,0,-57036,0,0
2009-06-26 16:00:00,13.36,9.54,0,-44576,0,0
2009-06-29 16:00:00,15.23,11.84,229854,0,8822459,-7745641
2009-06-30 16:00:00,14.74,11.58,0,-26343,0,0
2009-07-01 16:00:00,17.33,14.15,257741,0,0,0
2009-07-02 16:00:00,18.94,15.64,148228,0,0,0
2009-07-03 16:00:00,20.56,18.29,265788,0,0,0
2009-07-06 16:00:00,22.29,20.87,257603,0,9950203,-9958230
2009-07-07 16:00:00,21.04,19.43,0,-144219,0,0
2009-07-08 16:00:00,21.47,19.56,13536,0,0,0
2009-07-09 16:00:00,23.07,22.05,248664.2,0,0,0
2009-07-10 16:00:00,23.14,22.05,0,-78,0,0
2009-07-13 16:00:00,21.79,22.01,0,-3996,10515303,-10920457
2009-07-14 16:00:00,25.19,24.3,229472,0,0,0
2009-07-15 16:00:00,26.58,26.16,185582,0,0,0
