时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,1.1,110414,0,9326086,0
2009-06-02 16:00:00,3.82,1.73,62441,0,0,0
2009-06-03 16:00:00,6.51,2.63,89987,0,0,0
2009-06-04 16:00:00,7.03,2.75,12461,0,0,0
2009-06-05 16:00:00,6.51,2.3,0,-45511.4,0,0
2009-06-08 16:00:00,6.84,1.17,0,-113014.6,7251313,-6575447
2009-06-09 16:00:00,7.28,1.74,57253,0,0,0
2009-06-10 16:00:00,8.33,3.4,166024,0,0,0
2009-06-11 16:00:00,7.32,2.09,0,-131138.4,0,0
2009-06-12 16:00:00,5.31,0.02,0,-207088.2,0,0
2009-06-15 16:00:00,7.48,0.97,95551.4,0,8684271,-8683238
2009-06-16 16:00:00,7.3,0.99,1212,0,0,0
2009-06-17 16:00:00,9.09,2.29,130634,0,0,0
2009-06-18 16:00:00,10.79,3.44,114570,0,0,0
2009-06-19 16:00:00,11.61,3.65,20902,0,0,0
2009-06-22 16:00:00,11.7,3.51,0,-13497.6,8024031,-8363639
2009-06-23 16:00:00,11.75,3.21,0,-30197.4,0,0
2009-06-24 16:00:00,13.08,5.55,233981,0,0,0
2009-06-25 16:00:00,12.98,4.95,0,-60050,0,0
2009-06-26 16:00:00,13.36,5.16,21358,0,0,0
2009-06-29 16:00:00,15.23,5.17,406,0,8767288,-8426344
2009-06-30 16:00:00,14.74,4.17,0,-99311,0,0
2009-07-01 16:00:00,17.33,4.42,24736,0,0,0
2009-07-02 16:00:00,18.94,5.86,144058,0,0,0
2009-07-03 16:00:00,20.56,6.77,91148,0,0,0
2009-07-06 16:00:00,22.29,7.81,103482,0,9988737,-9980377
2009-07-07 16:00:00,21.04,8.52,71170,0,0,0
2009-07-08 16:00:00,21.47,8.69,17053.24,0,0,0
2009-07-09 16:00:00,23.07,10.89,220384,0,0,0
2009-07-10 16:00:00,23.14,11.95,105416.24,0,0,0
2009-07-13 16:00:00,21.79,10.61,0,-133727,9008143,-8984147
2009-07-14 16:00:00,25.19,13.61,299427.5,0,0,0
2009-07-15 16:00:00,26.58,15.59,198809,0,0,0
2009-07-16 16:00:00,26.87,15.74,14369.5,0,0,0
2009-07-17 16:00:00,27.54,17.35,161501,0,0,0
2009-07-20 16:00:00,30.13,19.22,186319.5,0,9490736,-9490329.5
2009-07-21 16:00:00,28.27,17.44,0,-177143,0,0
2009-07-22 16:00:00,30.7,19.16,171904,0,0,0
2009-07-23 16:00:00,32.33,21.57,240895,0,0,0
2009-07-24 16:00:00,32.9,20.78,0,-79518,0,0
2009-07-27 16:00:00,35.65,21.86,108010,0,8990839,-8972037
2009-07-28 16:00:00,36.09,24.2,234732,0,0,0
2009-07-29 16:00:00,28.95,17.31,0,-689156,0,0
2009-07-30 16:00:00,31.71,18.54,122655,0,0,0
2009-07-31 16:00:00,35.33,22.19,364838,0,0,0
2009-08-03 16:00:00,37.23,22.7,51378,0,10274691,-10289551
2009-08-04 16:00:00,37.21,23.55,85227,0,0,0
2009-08-05 16:00:00,35.56,23.49,0,-6106,0,0
2009-08-06 16:00:00,32.74,23.1,0,-39570,0,0
2009-08-07 16:00:00,28.82,19.2,0,-389270.2,0,0
