Datetime,Benchmark,Strategy,Para1,Para2,Para3,Para4
2009-06-01 16:00:00,3.57,0.48,48149,0,10000524,0
2009-06-02 16:00:00,3.82,0.27,0,-21269.8,0,0
2009-06-03 16:00:00,6.51,1.67,139915,0,0,0
2009-06-04 16:00:00,7.03,1.91,23832,0,0,0
2009-06-05 16:00:00,6.51,1.2,0,-70592.4,0,0
2009-06-08 16:00:00,6.84,1.38,17496,0,7451571,-7779577
2009-06-09 16:00:00,7.28,1.93,55611,0,0,0
2009-06-10 16:00:00,8.33,3.65,171895,0,0,0
2009-06-11 16:00:00,7.32,2.41,0,-124479.6,0,0
2009-06-12 16:00:00,5.31,0.35,0,-205957.19,0,0
2009-06-15 16:00:00,7.48,1.16,81764.04,0,9004847,-8649293.65
2009-06-16 16:00:00,7.3,0.85,0,-31835,0,0
2009-06-17 16:00:00,9.09,2.86,201618,0,0,0
2009-06-18 16:00:00,10.79,3.84,97695,0,0,0
2009-06-19 16:00:00,11.61,4.65,81366,0,0,0
2009-06-22 16:00:00,11.7,4.28,0,-37216.64,7725280,-9128196
2009-06-23 16:00:00,11.75,4.21,0,-7477,0,0
2009-06-24 16:00:00,13.08,5.85,164109,0,0,0
2009-06-25 16:00:00,12.98,5.05,0,-79709.84,0,0
2009-06-26 16:00:00,13.36,5.04,0,-562,0,0
2009-06-29 16:00:00,15.23,4.95,0,-9272,8781202,-7364999
2009-06-30 16:00:00,14.74,3.86,0,-109499,0,0
2009-07-01 16:00:00,17.33,5.37,151748,0,0,0
2009-07-02 16:00:00,18.94,6.11,74126,0,0,0
2009-07-03 16:00:00,20.56,6.9,78924,0,0,0
2009-07-06 16:00:00,22.29,6.65,0,-24941,8536604,-9639039
2009-07-07 16:00:00,21.04,6.73,7863,0,0,0
2009-07-08 16:00:00,21.47,8.4,166241,0,0,0
2009-07-09 16:00:00,23.07,10.39,199167,0,0,0
2009-07-10 16:00:00,23.14,10.36,0,-2868,0,0
