时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,1.2,119736,0,9989475,0
2009-06-02 16:00:00,3.82,1.88,68082,0,0,0
2009-06-03 16:00:00,6.51,2.86,97745,0,0,0
2009-06-04 16:00:00,7.03,3.13,27490,0,0,0
2009-06-05 16:00:00,6.51,2.6,0,-52621,0,0
2009-06-08 16:00:00,6.84,1.91,0,-68937.4,8239659,-8577283
2009-06-09 16:00:00,7.28,2.15,23744,0,0,0
2009-06-10 16:00:00,8.33,3.16,100386,0,0,0
2009-06-11 16:00:00,7.32,1.72,0,-143193,0,0
2009-06-12 16:00:00,5.31,-0.26,0,-198300.4,0,0
2009-06-15 16:00:00,7.48,0.37,63359,0,8347008,-7991145
2009-06-16 16:00:00,7.3,0.19,0,-18450,0,0
2009-06-17 16:00:00,9.09,2.12,193082,0,0,0
2009-06-18 16:00:00,10.79,3.3,118189,0,0,0
2009-06-19 16:00:00,11.61,3.87,56254,0,0,0
2009-06-22 16:00:00,11.7,3.34,0,-52515,10073009,-10068354
2009-06-23 16:00:00,11.75,3.34,0,-479,0,0
2009-06-24 16:00:00,13.08,5.08,174880,0,0,0
2009-06-25 16:00:00,12.98,4.96,0,-12478,0,0
2009-06-26 16:00:00,13.36,5.89,92752.8,0,0,0
2009-06-29 16:00:00,15.23,7.16,127760.6,0,8550441,-8555882
2009-06-30 16:00:00,14.74,7.15,0,-1673,0,0
2009-07-01 16:00:00,17.33,8.87,172570,0,0,0
2009-07-02 16:00:00,18.94,10.71,183517,0,0,0
2009-07-03 16:00:00,20.56,11.61,90448,0,0,0
2009-07-06 16:00:00,22.29,12.73,111767,0,10825721,-10810389
2009-07-07 16:00:00,21.04,13.59,85879,0,0,0
2009-07-08 16:00:00,21.47,15.23,163979.6,0,0,0
2009-07-09 16:00:00,23.07,17.44,220919,0,0,0
2009-07-10 16:00:00,23.14,18.19,74730,0,0,0
2009-07-13 16:00:00,21.79,17.86,0,-32242,9863771,-9859242
2009-07-14 16:00:00,25.19,20.82,295367.4,0,0,0
2009-07-15 16:00:00,26.58,22.65,183436,0,0,0
2009-07-16 16:00:00,26.87,21.58,0,-107523,0,0
2009-07-17 16:00:00,27.54,23.38,180674,0,0,0
2009-07-20 16:00:00,30.13,27.71,432240,0,12007740,-12003340
2009-07-21 16:00:00,28.27,24.48,0,-323055,0,0
2009-07-22 16:00:00,30.7,26.98,250949,0,0,0
2009-07-23 16:00:00,32.33,28.41,142368,0,0,0
2009-07-24 16:00:00,32.9,28.35,0,-5740,0,0
2009-07-27 16:00:00,35.65,29.83,147611,0,11554057,-11993035
2009-07-28 16:00:00,36.09,30.8,97553,0,0,0
2009-07-29 16:00:00,28.95,22.95,0,-785428,0,0
2009-07-30 16:00:00,31.71,24.63,168399,0,0,0
2009-07-31 16:00:00,35.33,27.63,299923,0,0,0
2009-08-03 16:00:00,37.23,29.81,218144,0,11555807,-11111038
2009-08-04 16:00:00,37.21,31.03,122038,0,0,0
2009-08-05 16:00:00,35.56,30.33,0,-70326,0,0
2009-08-06 16:00:00,32.74,29.57,0,-75993,0,0
2009-08-07 16:00:00,28.82,25.58,0,-399187,0,0
2009-08-10 16:00:00,28.44,25.29,0,-28571,11762791,-11770427
2009-08-11 16:00:00,28.87,25.64,34892,0,0,0
2009-08-12 16:00:00,23.11,19.1,0,-654622,0,0
2009-08-13 16:00:00,24.68,20.5,140523,0,0,0
2009-08-14 16:00:00,21.19,16.4,0,-409749,0,0
2009-08-17 16:00:00,13.79,8.67,0,-773645,8822960,-9206977
2009-08-18 16:00:00,14.94,11.03,236190,0,0,0
2009-08-19 16:00:00,9.24,5.16,0,-587023,0,0
2009-08-20 16:00:00,13.94,9.89,473521,0,0,0
2009-08-21 16:00:00,16.09,12.25,235184,0,0,0
2009-08-24 16:00:00,17.03,12.85,60563,0,10846884,-10464429
2009-08-25 16:00:00,12.69,8.85,0,-399918,0,0
