时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,0.54,54062,0,9999271,0
2009-06-02 16:00:00,3.82,0.77,22994,0,0,0
2009-06-03 16:00:00,6.51,2.05,127658,0,0,0
2009-06-04 16:00:00,7.03,2.03,0,-2157,0,0
2009-06-05 16:00:00,6.51,1.48,0,-54821.4,0,0
2009-06-08 16:00:00,6.84,-0.36,0,-183918,9819031,-9819374
2009-06-09 16:00:00,7.28,0.7,106136,0,0,0
2009-06-10 16:00:00,8.33,1.65,94548,0,0,0
2009-06-11 16:00:00,7.32,1.21,0,-43456,0,0
2009-06-12 16:00:00,5.31,-1.42,0,-263451.92,0,0
2009-06-15 16:00:00,7.48,-1.47,0,-4235,8209384,-9183735
2009-06-16 16:00:00,7.3,-1.47,0,-689,0,0
2009-06-17 16:00:00,9.09,-0.43,104791,0,0,0
2009-06-18 16:00:00,10.79,-0.2,22052.4,0,0,0
2009-06-19 16:00:00,11.61,0.43,63670,0,0,0
2009-06-22 16:00:00,11.7,-0.88,0,-131233,9417325,-8430793
2009-06-23 16:00:00,11.75,-1.44,0,-55534,0,0
2009-06-24 16:00:00,13.08,0.65,208449,0,0,0
2009-06-25 16:00:00,12.98,0.29,0,-35519,0,0
2009-06-26 16:00:00,13.36,0.92,62787,0,0,0
2009-06-29 16:00:00,15.23,0.52,0,-39968,7767268,-8781040
2009-06-30 16:00:00,14.74,-0.26,0,-78322,0,0
2009-07-01 16:00:00,17.33,1.08,134024.6,0,0,0
2009-07-02 16:00:00,18.94,2.08,100246,0,0,0
2009-07-03 16:00:00,20.56,3.01,92678,0,0,0
2009-07-06 16:00:00,22.29,2.72,0,-28572,9961813,-8944879
2009-07-07 16:00:00,21.04,1.23,0,-149543,0,0
2009-07-08 16:00:00,21.47,1.75,52193.4,0,0,0
2009-07-09 16:00:00,23.07,3.07,131934,0,0,0
2009-07-10 16:00:00,23.14,3.81,74158.84,0,0,0
2009-07-13 16:00:00,21.79,2.17,0,-164008,9311360,-9300890
2009-07-14 16:00:00,25.19,4.92,274744,0,0,0
2009-07-15 16:00:00,26.58,7.29,237653,0,0,0
2009-07-16 16:00:00,26.87,6.96,0,-33024,0,0
2009-07-17 16:00:00,27.54,10.28,331840,0,0,0
2009-07-20 16:00:00,30.13,10.77,48852.2,0,6294605,-9959789
2009-07-21 16:00:00,28.27,9.93,0,-83858,0,0
2009-07-22 16:00:00,30.7,10.87,94076,0,0,0
2009-07-23 16:00:00,32.33,11.27,39895,0,0,0
2009-07-24 16:00:00,32.9,10.91,0,-36484,0,0
2009-07-27 16:00:00,35.65,10.67,0,-23768,8134816,-6687275
2009-07-28 16:00:00,36.09,10.86,19578,0,0,0
2009-07-29 16:00:00,28.95,5.4,0,-546400,0,0
2009-07-30 16:00:00,31.71,6.18,77984,0,0,0
2009-07-31 16:00:00,35.33,8.28,209683,0,0,0
2009-08-03 16:00:00,37.23,8.26,0,-2016,9029456,-7890254
2009-08-04 16:00:00,37.21,9.28,102418,0,0,0
2009-08-05 16:00:00,35.56,9.12,0,-15685,0,0
2009-08-06 16:00:00,32.74,6.57,0,-255925,0,0
2009-08-07 16:00:00,28.82,3.71,0,-286010,0,0
2009-08-10 16:00:00,28.44,2.77,0,-93220,8706705,-7622529
2009-08-11 16:00:00,28.87,3.14,36404,0,0,0
2009-08-12 16:00:00,23.11,-1.89,0,-502735,0,0
2009-08-13 16:00:00,24.68,-1.01,87564,0,0,0
2009-08-14 16:00:00,21.19,-5.78,0,-476163,0,0
2009-08-17 16:00:00,13.79,-11.91,0,-613648,8398723,-8392555
2009-08-18 16:00:00,14.94,-11.18,73345,0,0,0
2009-08-19 16:00:00,9.24,-16.42,0,-524348,0,0
2009-08-20 16:00:00,13.94,-12.96,345994,0,0,0
2009-08-21 16:00:00,16.09,-10.51,245548,0,0,0
2009-08-24 16:00:00,17.03,-10.81,0,-30733,7773819,-8358323
2009-08-25 16:00:00,12.69,-13.09,0,-228005,0,0
2009-08-26 16:00:00,14.95,-11.26,183970,0,0,0
2009-08-27 16:00:00,14.37,-10.71,54947,0,0,0
2009-08-28 16:00:00,10.4,-13.23,0,-252483,0,0
2009-08-31 16:00:00,2.56,-19.91,0,-667727,8003359,-7419363
2009-09-01 16:00:00,3.04,-20.85,0,-94576,0,0
2009-09-02 16:00:00,4.75,-19.64,121502,0,0,0
2009-09-03 16:00:00,10.59,-14.29,534479,0,0,0
2009-09-04 16:00:00,11.5,-12.5,179314,0,0,0
2009-09-07 16:00:00,12.48,-12.38,12471,0,6785656,-6800379
2009-09-08 16:00:00,14.9,-9.74,263814,0,0,0
2009-09-09 16:00:00,15.77,-8.13,160497,0,0,0
2009-09-10 16:00:00,14.61,-8.68,0,-54792,0,0
2009-09-11 16:00:00,17.34,-7.01,166930,0,0,0
2009-09-14 16:00:00,19.34,-6.14,87291,0,8044318,-8028600
2009-09-15 16:00:00,19.67,-4.91,122892,0,0,0
2009-09-16 16:00:00,18.06,-6.53,0,-162036,0,0
2009-09-17 16:00:00,20.31,-4.91,161787.76,0,0,0
2009-09-18 16:00:00,15.94,-8.32,0,-340430,0,0
2009-09-21 16:00:00,16.27,-9.11,0,-78917,6680422,-6675566
2009-09-22 16:00:00,13.46,-11.73,0,-262368,0,0
2009-09-23 16:00:00,10.88,-14.33,0,-260103,0,0
2009-09-24 16:00:00,11.64,-14.09,24316,0,0,0
2009-09-25 16:00:00,10.83,-15.09,0,-100042,0,0
2009-09-28 16:00:00,7.72,-17.65,0,-256650,6815354,-6816132
2009-09-29 16:00:00,7.7,-18.57,0,-91894,0,0
2009-09-30 16:00:00,8.88,-17.75,82673,0,0,0
2009-10-09 16:00:00,14.64,-13.98,376924,0,7567991,-7568110
2009-10-12 16:00:00,14.2,-14.72,0,-74434,8049289,-8064460
2009-10-13 16:00:00,15.9,-13.28,144127,0,0,0
2009-10-14 16:00:00,16.95,-12.28,100130,0,0,0
2009-10-15 16:00:00,17.39,-11.77,50456,0,0,0
2009-10-16 16:00:00,17.47,-11.57,20338,0,0,0
2009-10-19 16:00:00,20.63,-10.78,79059,0,8815418,-8803380
2009-10-20 16:00:00,22.39,-9.03,175227,0,0,0
2009-10-21 16:00:00,22.09,-9.68,0,-65113,0,0
2009-10-22 16:00:00,21.29,-9.57,10439,0,0,0
2009-10-23 16:00:00,23.68,-8.3,127473,0,0,0
2009-10-26 16:00:00,23.72,-9.8,0,-150383,8546215,-8557498
2009-10-27 16:00:00,20.11,-12.63,0,-282139,0,0
2009-10-28 16:00:00,20.64,-11.68,94131,0,0,0
2009-10-29 16:00:00,17.66,-13.09,0,-140722,0,0
2009-10-30 16:00:00,18.87,-12.55,54272,0,0,0
2009-11-02 16:00:00,22.94,-11.51,103959,0,7964102,-7949885
2009-11-03 16:00:00,24.49,-9.89,161786,0,0,0
2009-11-04 16:00:00,25.15,-9.16,73277,0,0,0
2009-11-05 16:00:00,25.53,-8.2,95923,0,0,0
2009-11-06 16:00:00,26.21,-7.55,64503,0,0,0
2009-11-09 16:00:00,26.67,-8.05,0,-50017,8624585,-8626117
2009-11-10 16:00:00,26.96,-8,5903,0,0,0
2009-11-11 16:00:00,26.67,-8.02,0,-2255,0,0
2009-11-12 16:00:00,26.82,-7.76,25896,0,0,0
2009-11-13 16:00:00,27.5,-7.58,17417,0,0,0
2009-11-16 16:00:00,31.38,-6.32,126088,0,8051499,-8049171
2009-11-17 16:00:00,31.48,-5.86,46356,0,0,0
2009-11-18 16:00:00,31.54,-4.79,106672,0,0,0
2009-11-19 16:00:00,31.99,-3.69,109960,0,0,0
2009-11-20 16:00:00,31.57,-3.93,0,-23492,0,0
2009-11-23 16:00:00,32.82,-4.17,0,-23843,5776320,-7378229
2009-11-24 16:00:00,28.57,-7.09,0,-291810,0,0
2009-11-25 16:00:00,31.52,-5.53,155569,0,0,0
2009-11-26 16:00:00,26.31,-8.89,0,-335649,0,0
