时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,0.31,31186,0,9655223,0
2009-06-02 16:00:00,3.82,0.82,50606,0,0,0
2009-06-03 16:00:00,6.51,1.25,42958,0,0,0
2009-06-04 16:00:00,7.03,1.15,0,-10168,0,0
2009-06-05 16:00:00,6.51,0.72,0,-42845,0,0
2009-06-08 16:00:00,6.84,-1.8,0,-251646,7813927,-7466860
2009-06-09 16:00:00,7.28,-1.55,25228,0,0,0
2009-06-10 16:00:00,8.33,-0.6,95136,0,0,0
2009-06-11 16:00:00,7.32,-1.5,0,-90819,0,0
2009-06-12 16:00:00,5.31,-3.1,0,-159833,0,0
2009-06-15 16:00:00,7.48,-3.99,0,-88493,6761476,-6761694
2009-06-16 16:00:00,7.3,-3.03,96037,0,0,0
2009-06-17 16:00:00,9.09,-0.99,203323,0,0,0
2009-06-18 16:00:00,10.79,1.38,236870,0,0,0
2009-06-19 16:00:00,11.61,0.52,0,-85382,0,0
2009-06-22 16:00:00,11.7,-1.47,0,-199317.4,7819276,-7809838
2009-06-23 16:00:00,11.75,-2.4,0,-93093,0,0
2009-06-24 16:00:00,13.08,0.17,257335,0,0,0
2009-06-25 16:00:00,12.98,0.47,29681,0,0,0
2009-06-26 16:00:00,13.36,1.04,57310,0,0,0
2009-06-29 16:00:00,15.23,0.44,0,-60239,7443530,-7439284
2009-06-30 16:00:00,14.74,1.72,127867,0,0,0
2009-07-01 16:00:00,17.33,3.13,141770,0,0,0
2009-07-02 16:00:00,18.94,4.76,162778,0,0,0
2009-07-03 16:00:00,20.56,5.14,37291,0,0,0
2009-07-06 16:00:00,22.29,3.72,0,-141508,8860188,-8858292
2009-07-07 16:00:00,21.04,4.36,64424,0,0,0
2009-07-08 16:00:00,21.47,5.17,80564,0,0,0
2009-07-09 16:00:00,23.07,7.14,197106,0,0,0
2009-07-10 16:00:00,23.14,9.15,201042,0,0,0
2009-07-13 16:00:00,21.79,6.73,0,-242424,9557194,-9557663
2009-07-14 16:00:00,25.19,9.98,325558,0,0,0
2009-07-15 16:00:00,26.58,12.16,217466,0,0,0
2009-07-16 16:00:00,26.87,12.74,58629.08,0,0,0
2009-07-17 16:00:00,27.54,15.23,248854,0,0,0
2009-07-20 16:00:00,30.13,15.42,18864,0,10431700,-10848073
2009-07-21 16:00:00,28.27,14.15,0,-126667,0,0
2009-07-22 16:00:00,30.7,15.28,112645,0,0,0
2009-07-23 16:00:00,32.33,16.98,169633,0,0,0
2009-07-24 16:00:00,32.9,16.25,0,-72645,0,0
2009-07-27 16:00:00,35.65,16.61,35530,0,10485006,-10082651
2009-07-28 16:00:00,36.09,17.48,87371,0,0,0
2009-07-29 16:00:00,28.95,10.1,0,-737879,0,0
2009-07-30 16:00:00,31.71,10.62,51950,0,0,0
2009-07-31 16:00:00,35.33,13.65,302761,0,0,0
2009-08-03 16:00:00,37.23,13.16,0,-48717,8801254,-10310800
2009-08-04 16:00:00,37.21,13.85,68760,0,0,0
2009-08-05 16:00:00,35.56,13.9,4899,0,0,0
2009-08-06 16:00:00,32.74,14.48,57797,0,0,0
2009-08-07 16:00:00,28.82,11.11,0,-336834.75,0,0
2009-08-10 16:00:00,28.44,9.53,0,-157641,10804566,-9273985.25
2009-08-11 16:00:00,28.87,9.58,4487,0,0,0
2009-08-12 16:00:00,23.11,3.21,0,-636457,0,0
2009-08-13 16:00:00,24.68,6.85,363814,0,0,0
2009-08-14 16:00:00,21.19,4.88,0,-197232,0,0
2009-08-17 16:00:00,13.79,-5.51,0,-1039083,6724894,-6758187
2009-08-18 16:00:00,14.94,-3.67,184771,0,0,0
2009-08-19 16:00:00,9.24,-7.63,0,-396609,0,0
2009-08-20 16:00:00,13.94,-3.55,408407.8,0,0,0
2009-08-21 16:00:00,16.09,-1.01,253329,0,0,0
2009-08-24 16:00:00,17.03,-0.8,21454,0,9612096,-9906035
2009-08-25 16:00:00,12.69,-4.04,0,-323466,0,0
2009-08-26 16:00:00,14.95,-1.7,233395,0,0,0
2009-08-27 16:00:00,14.37,-1.15,55447,0,0,0
2009-08-28 16:00:00,10.4,-3.68,0,-252900,0,0
2009-08-31 16:00:00,2.56,-12.46,0,-878293,9170492,-8878855
2009-09-01 16:00:00,3.04,-13.87,0,-140950,0,0
2009-09-02 16:00:00,4.75,-12.47,139671,0,0,0
2009-09-03 16:00:00,10.59,-5.87,659714,0,0,0
2009-09-04 16:00:00,11.5,-4.65,122750,0,0,0
2009-09-07 16:00:00,12.48,-4.5,14768,0,9594822,-9557235
