时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,1.56,155830,0,9992187,0
2009-06-02 16:00:00,3.82,2.19,63585,0,0,0
2009-06-03 16:00:00,6.51,4.45,225722.4,0,0,0
2009-06-04 16:00:00,7.03,4.72,26458.8,0,0,0
2009-06-05 16:00:00,6.51,4.24,0,-47807.2,0,0
2009-06-08 16:00:00,6.84,3.7,0,-54249.4,9369235,-9703819.2
2009-06-09 16:00:00,7.28,4.85,115251.8,0,0,0
2009-06-10 16:00:00,8.33,7.17,231738,0,0,0
2009-06-11 16:00:00,7.32,6.13,0,-103920,0,0
2009-06-12 16:00:00,5.31,3.35,0,-277680,0,0
2009-06-15 16:00:00,7.48,4.29,94460.8,0,8584900,-8577277
2009-06-16 16:00:00,7.3,3.87,0,-41907,0,0
2009-06-17 16:00:00,9.09,6.23,235685,0,0,0
2009-06-18 16:00:00,10.79,7.91,167791,0,0,0
2009-06-19 16:00:00,11.61,8.25,34461,0,0,0
2009-06-22 16:00:00,11.7,7.08,0,-117877,8712864,-8357422
2009-06-23 16:00:00,11.75,6.58,0,-49356,0,0
2009-06-24 16:00:00,13.08,8.27,169029,0,0,0
2009-06-25 16:00:00,12.98,7.65,0,-62595,0,0
2009-06-26 16:00:00,13.36,8.44,79365.6,0,0,0
2009-06-29 16:00:00,15.23,9.41,96533,0,8685012,-9074631
2009-06-30 16:00:00,14.74,8.61,0,-79679,0,0
2009-07-01 16:00:00,17.33,11.33,272031,0,0,0
2009-07-02 16:00:00,18.94,13.12,179135.2,0,0,0
2009-07-03 16:00:00,20.56,15.17,204865.4,0,0,0
2009-07-06 16:00:00,22.29,16.42,125185.6,0,9297630,-9675762
2009-07-07 16:00:00,21.04,16.51,9265,0,0,0
2009-07-08 16:00:00,21.47,17.28,76288,0,0,0
2009-07-09 16:00:00,23.07,20.48,320580,0,0,0
2009-07-10 16:00:00,23.14,21.33,84879,0,0,0
2009-07-13 16:00:00,21.79,20.81,0,-52564,11279346,-10904675
2009-07-14 16:00:00,25.19,23.16,235974,0,0,0
2009-07-15 16:00:00,26.58,24.6,143305,0,0,0
2009-07-16 16:00:00,26.87,23.55,0,-104884.64,0,0
2009-07-17 16:00:00,27.54,24.31,75852,0,0,0
2009-07-20 16:00:00,30.13,27.83,352545,0,9204328,-8788967
2009-07-21 16:00:00,28.27,24.93,0,-290559,0,0
2009-07-22 16:00:00,30.7,28.51,358357,0,0,0
2009-07-23 16:00:00,32.33,29.83,131975,0,0,0
2009-07-24 16:00:00,32.9,29.62,0,-20630.64,0,0
2009-07-27 16:00:00,35.65,32.25,262994,0,12154406,-12153033
2009-07-28 16:00:00,36.09,34.31,205444,0,0,0
2009-07-29 16:00:00,28.95,27,0,-730537,0,0
2009-07-30 16:00:00,31.71,29.45,245100,0,0,0
2009-07-31 16:00:00,35.33,32.83,337461,0,0,0
2009-08-03 16:00:00,37.23,35.58,274731,0,11160544,-11173914
2009-08-04 16:00:00,37.21,36.84,125886,0,0,0
2009-08-05 16:00:00,35.56,34.46,0,-237944,0,0
2009-08-06 16:00:00,32.74,31.18,0,-327256,0,0
2009-08-07 16:00:00,28.82,27.08,0,-410504,0,0
2009-08-10 16:00:00,28.44,27.16,8073,0,11572048,-11983167
2009-08-11 16:00:00,28.87,26.71,0,-45231,0,0
2009-08-12 16:00:00,23.11,20.47,0,-623940,0,0
2009-08-13 16:00:00,24.68,22.52,205173.6,0,0,0
2009-08-14 16:00:00,21.19,18.52,0,-399498,0,0
2009-08-17 16:00:00,13.79,9.97,0,-855870,8147250,-8874543
2009-08-18 16:00:00,14.94,11.9,193565,0,0,0
2009-08-19 16:00:00,9.24,5.32,0,-657913,0,0
2009-08-20 16:00:00,13.94,9.61,428466,0,0,0
2009-08-21 16:00:00,16.09,12.14,253149,0,0,0
2009-08-24 16:00:00,17.03,13.21,106811,0,9386637,-8603439
2009-08-25 16:00:00,12.69,10.34,0,-287005,0,0
2009-08-26 16:00:00,14.95,12.46,212003,0,0,0
2009-08-27 16:00:00,14.37,12.27,0,-18799,0,0
2009-08-28 16:00:00,10.4,9.47,0,-279876,0,0
2009-08-31 16:00:00,2.56,1.35,0,-811720,9043429,-8662576
2009-09-01 16:00:00,3.04,0.26,0,-108714,0,0
2009-09-02 16:00:00,4.75,0.99,72592,0,0,0
2009-09-03 16:00:00,10.59,6.79,579668,0,0,0
2009-09-04 16:00:00,11.5,8.05,126228,0,0,0
2009-09-07 16:00:00,12.48,9.33,127748,0,8641555,-8646853
2009-09-08 16:00:00,14.9,11.63,229781,0,0,0
2009-09-09 16:00:00,15.77,12.35,72231,0,0,0
2009-09-10 16:00:00,14.61,11.31,0,-103785,0,0
2009-09-11 16:00:00,17.34,12.83,151647,0,0,0
2009-09-14 16:00:00,19.34,14.87,204443,0,9425230,-9801254
2009-09-15 16:00:00,19.67,15.71,84123,0,0,0
2009-09-16 16:00:00,18.06,14.66,0,-104792,0,0
2009-09-17 16:00:00,20.31,17.08,241307,0,0,0
2009-09-18 16:00:00,15.94,13.42,0,-365586,0,0
2009-09-21 16:00:00,16.27,14.35,92446,0,8598936,-8226610
2009-09-22 16:00:00,13.46,11.05,0,-329160,0,0
2009-09-23 16:00:00,10.88,7.75,0,-330079,0,0
2009-09-24 16:00:00,11.64,7.62,0,-13409,0,0
2009-09-25 16:00:00,10.83,6.19,0,-142609,0,0
2009-09-28 16:00:00,7.72,2.96,0,-323317,9612745,-9604517
2009-09-29 16:00:00,7.7,2.13,0,-83225,0,0
2009-09-30 16:00:00,8.88,3.31,118590,0,0,0
2009-10-09 16:00:00,14.64,9.61,629744,0,8857277,-8866411
2009-10-12 16:00:00,14.2,9.54,0,-7014,6640989,-7009548
2009-10-13 16:00:00,15.9,11.3,176262,0,0,0
2009-10-14 16:00:00,16.95,12.04,73469,0,0,0
2009-10-15 16:00:00,17.39,12.41,37113,0,0,0
2009-10-16 16:00:00,17.47,12.46,5273,0,0,0
2009-10-19 16:00:00,20.63,15.36,290139,0,9732644,-9354594
2009-10-20 16:00:00,22.39,17.03,166973,0,0,0
2009-10-21 16:00:00,22.09,16.78,0,-25616,0,0
2009-10-22 16:00:00,21.29,16.45,0,-32606,0,0
2009-10-23 16:00:00,23.68,18.42,197169,0,0,0
2009-10-26 16:00:00,23.72,18.84,41312,0,10657941,-11055482
2009-10-27 16:00:00,20.11,15.77,0,-306605,0,0
2009-10-28 16:00:00,20.64,15.7,0,-6862,0,0
2009-10-29 16:00:00,17.66,12.98,0,-272563,0,0
2009-10-30 16:00:00,18.87,14.35,137346,0,0,0
2009-11-02 16:00:00,22.94,17.68,333612,0,9329003,-9680854
2009-11-03 16:00:00,24.49,19.12,143896,0,0,0
2009-11-04 16:00:00,25.15,19.8,67497,0,0,0
2009-11-05 16:00:00,25.53,20.75,95180,0,0,0
2009-11-06 16:00:00,26.21,21.16,40794,0,0,0
2009-11-09 16:00:00,26.67,20.78,0,-37376,10075928,-9733575
2009-11-10 16:00:00,26.96,21.33,54254,0,0,0
2009-11-11 16:00:00,26.67,21.73,40384,0,0,0
2009-11-12 16:00:00,26.82,21.56,0,-16730,0,0
2009-11-13 16:00:00,27.5,22.49,92964,0,0,0
2009-11-16 16:00:00,31.38,25.62,312875,0,11893668,-11496598
2009-11-17 16:00:00,31.48,26.19,56888,0,0,0
2009-11-18 16:00:00,31.54,26.45,25797,0,0,0
2009-11-19 16:00:00,31.99,27.05,59881,0,0,0
2009-11-20 16:00:00,31.57,27.13,8241,0,0,0
2009-11-23 16:00:00,32.82,28.71,158342,0,10603186,-10600891
2009-11-24 16:00:00,28.57,24.72,0,-399178,0,0
2009-11-25 16:00:00,31.52,28.27,354938,0,0,0
2009-11-26 16:00:00,26.31,23.18,0,-508870,0,0
