时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,1.88,187582,0,9654534,0
2009-06-02 16:00:00,3.82,2.35,47672,0,0,0
2009-06-03 16:00:00,6.51,3.93,157480,0,0,0
2009-06-04 16:00:00,7.03,4.55,61855,0,0,0
2009-06-05 16:00:00,6.51,3.81,0,-73912.8,0,0
2009-06-08 16:00:00,6.84,3.23,0,-57632,8653785,-8654247
2009-06-09 16:00:00,7.28,3.96,73382.8,0,0,0
2009-06-10 16:00:00,8.33,6.31,235055,0,0,0
2009-06-11 16:00:00,7.32,5.12,0,-118985,0,0
2009-06-12 16:00:00,5.31,2.75,0,-237995,0,0
2009-06-15 16:00:00,7.48,3.43,68983,0,9551371,-9197868
2009-06-16 16:00:00,7.3,3.99,55212,0,0,0
2009-06-17 16:00:00,9.09,5.1,111167,0,0,0
2009-06-18 16:00:00,10.79,5.64,54129.8,0,0,0
2009-06-19 16:00:00,11.61,6.12,47724,0,0,0
2009-06-22 16:00:00,11.7,5.57,0,-54303,9963541,-9959929
2009-06-23 16:00:00,11.75,5.22,0,-34932,0,0
2009-06-24 16:00:00,13.08,7.77,254494,0,0,0
2009-06-25 16:00:00,12.98,8.05,27747,0,0,0
2009-06-26 16:00:00,13.36,8.12,7401.6,0,0,0
2009-06-29 16:00:00,15.23,9.53,141231.7,0,8682518,-9037516
2009-06-30 16:00:00,14.74,8.69,0,-84594.1,0,0
2009-07-01 16:00:00,17.33,11.32,263498.5,0,0,0
2009-07-02 16:00:00,18.94,12.79,146356.54,0,0,0
2009-07-03 16:00:00,20.56,14.93,214716.7,0,0,0
2009-07-06 16:00:00,22.29,15.79,85173.9,0,10784208,-10416666.4
2009-07-07 16:00:00,21.04,16.36,57401,0,0,0
2009-07-08 16:00:00,21.47,17.05,69420,0,0,0
2009-07-09 16:00:00,23.07,20.35,329603,0,0,0
2009-07-10 16:00:00,23.14,20.86,51172,0,0,0
2009-07-13 16:00:00,21.79,20.54,0,-31805,10450230,-10489984
2009-07-14 16:00:00,25.19,23.58,303902,0,0,0
2009-07-15 16:00:00,26.58,25.9,231339,0,0,0
2009-07-16 16:00:00,26.87,25.43,0,-46067,0,0
2009-07-17 16:00:00,27.54,27.2,176455,0,0,0
2009-07-20 16:00:00,30.13,30.43,323212,0,11501736,-11528562
2009-07-21 16:00:00,28.27,27.11,0,-332367,0,0
2009-07-22 16:00:00,30.7,29.32,221618,0,0,0
2009-07-23 16:00:00,32.33,30.58,125876,0,0,0
2009-07-24 16:00:00,32.9,29.95,0,-63309,0,0
2009-07-27 16:00:00,35.65,33.25,330217.4,0,12210440,-12125914
2009-07-28 16:00:00,36.09,34.69,143468,0,0,0
2009-07-29 16:00:00,28.95,26.84,0,-785076,0,0
2009-07-30 16:00:00,31.71,28.83,199738,0,0,0
2009-07-31 16:00:00,35.33,32.97,413749,0,0,0
2009-08-03 16:00:00,37.23,35.12,215428,0,11560961,-12021276
2009-08-04 16:00:00,37.21,36.18,105311,0,0,0
2009-08-05 16:00:00,35.56,36.16,0,-1806.8,0,0
2009-08-06 16:00:00,32.74,33.52,0,-263604,0,0
2009-08-07 16:00:00,28.82,28.68,0,-484555,0,0
2009-08-10 16:00:00,28.44,28.34,0,-33836,9978310,-10814023
2009-08-11 16:00:00,28.87,28.95,61151,0,0,0
2009-08-12 16:00:00,23.11,24.68,0,-427013,0,0
2009-08-13 16:00:00,24.68,25.1,42195,0,0,0
2009-08-14 16:00:00,21.19,20.68,0,-442164,0,0
2009-08-17 16:00:00,13.79,13.75,0,-692965,11129113,-9822752
2009-08-18 16:00:00,14.94,15.58,182347,0,0,0
2009-08-19 16:00:00,9.24,9.68,0,-589647,0,0
2009-08-20 16:00:00,13.94,13.95,426820,0,0,0
2009-08-21 16:00:00,16.09,16.24,229703.2,0,0,0
2009-08-24 16:00:00,17.03,17.47,122790,0,9746723,-10140163
2009-08-25 16:00:00,12.69,14.95,0,-252473,0,0
2009-08-26 16:00:00,14.95,17.67,272161,0,0,0
2009-08-27 16:00:00,14.37,17.57,0,-10033,0,0
2009-08-28 16:00:00,10.4,13.9,0,-366394,0,0
2009-08-31 16:00:00,2.56,5.29,0,-861569,10834105,-10813095
2009-09-01 16:00:00,3.04,5.97,68459,0,0,0
2009-09-02 16:00:00,4.75,7.19,121902,0,0,0
2009-09-03 16:00:00,10.59,12.59,539640,0,0,0
2009-09-04 16:00:00,11.5,13.83,123692,0,0,0
2009-09-07 16:00:00,12.48,14.92,109566,0,8460650,-8085400
2009-09-08 16:00:00,14.9,17.7,277698,0,0,0
2009-09-09 16:00:00,15.77,19.33,162991,0,0,0
2009-09-10 16:00:00,14.61,18,0,-132401,0,0
2009-09-11 16:00:00,17.34,20.17,216718,0,0,0
2009-09-14 16:00:00,19.34,22.64,246460,0,10437825,-10437511
2009-09-15 16:00:00,19.67,23.22,58680,0,0,0
2009-09-16 16:00:00,18.06,21.77,0,-145250,0,0
2009-09-17 16:00:00,20.31,24.75,297691,0,0,0
2009-09-18 16:00:00,15.94,21.1,0,-365096,0,0
2009-09-21 16:00:00,16.27,21.87,77787,0,11148900,-11148213
2009-09-22 16:00:00,13.46,18.46,0,-341304.2,0,0
2009-09-23 16:00:00,10.88,15.2,0,-326388,0,0
2009-09-24 16:00:00,11.64,14.65,0,-54758,0,0
2009-09-25 16:00:00,10.83,13.38,0,-126694,0,0
2009-09-28 16:00:00,7.72,10.07,0,-331681,10590951,-10597793
2009-09-29 16:00:00,7.7,9.42,0,-64386,0,0
2009-09-30 16:00:00,8.88,10.8,137450,0,0,0
2009-10-09 16:00:00,14.64,17,619830,0,9495668,-10253932
2009-10-12 16:00:00,14.2,15.97,0,-102978,10524013,-9767038
2009-10-13 16:00:00,15.9,17.81,184422,0,0,0
2009-10-14 16:00:00,16.95,18.79,98495,0,0,0
2009-10-15 16:00:00,17.39,19.46,66449,0,0,0
2009-10-16 16:00:00,17.47,19.42,0,-3951,0,0
2009-10-19 16:00:00,20.63,22.77,334735,0,10331470,-10329981
2009-10-20 16:00:00,22.39,24.4,163184,0,0,0
2009-10-21 16:00:00,22.09,24.28,0,-12108,0,0
2009-10-22 16:00:00,21.29,23.84,0,-43298,0,0
2009-10-23 16:00:00,23.68,26.17,232863,0,0,0
2009-10-26 16:00:00,23.72,25.68,0,-49025,12193525,-12200843
2009-10-27 16:00:00,20.11,22.68,0,-300242,0,0
2009-10-28 16:00:00,20.64,23.03,34946,0,0,0
2009-10-29 16:00:00,17.66,20.62,0,-241374,0,0
2009-10-30 16:00:00,18.87,21.85,123105,0,0,0
2009-11-02 16:00:00,22.94,24.57,272728,0,11083417,-11478077
2009-11-03 16:00:00,24.49,26.19,161049,0,0,0
2009-11-04 16:00:00,25.15,27.09,90589,0,0,0
2009-11-05 16:00:00,25.53,28.46,136810,0,0,0
2009-11-06 16:00:00,26.21,29.11,65253,0,0,0
2009-11-09 16:00:00,26.67,29.05,0,-6190,10306460,-10767328
