时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,2.37,237124,0,9985015,0
2009-06-02 16:00:00,3.82,2.41,3703,0,0,0
2009-06-03 16:00:00,6.51,3.69,127990,0,0,0
2009-06-04 16:00:00,7.03,3.52,0,-16787,0,0
2009-06-05 16:00:00,6.51,3.02,0,-50158.4,0,0
2009-06-08 16:00:00,6.84,3.38,36301.4,0,8904573,-9227870
2009-06-09 16:00:00,7.28,3.41,2529,0,0,0
2009-06-10 16:00:00,8.33,4.86,144961,0,0,0
2009-06-11 16:00:00,7.32,3.8,0,-105921,0,0
2009-06-12 16:00:00,5.31,1.33,0,-247085,0,0
2009-06-15 16:00:00,7.48,3.45,212033,0,8772737,-9091550
2009-06-16 16:00:00,7.3,3.25,0,-20054,0,0
2009-06-17 16:00:00,9.09,4.81,156181,0,0,0
2009-06-18 16:00:00,10.79,5.88,106979,0,0,0
2009-06-19 16:00:00,11.61,6.88,100143,0,0,0
2009-06-22 16:00:00,11.7,6.89,664,0,8957133,-8275837
2009-06-23 16:00:00,11.75,6.69,0,-19799,0,0
2009-06-24 16:00:00,13.08,8.1,141423,0,0,0
2009-06-25 16:00:00,12.98,7.53,0,-57284.52,0,0
2009-06-26 16:00:00,13.36,6.97,0,-56266.8,0,0
2009-06-29 16:00:00,15.23,8.81,184398,0,8924913,-8898247
2009-06-30 16:00:00,14.74,8.27,0,-53953,0,0
2009-07-01 16:00:00,17.33,10.14,186775,0,0,0
2009-07-02 16:00:00,18.94,11.36,122270.6,0,0,0
2009-07-03 16:00:00,20.56,13.65,229024,0,0,0
2009-07-06 16:00:00,22.29,16.26,260737,0,10217029,-10219743
2009-07-07 16:00:00,21.04,15.31,0,-94639,0,0
2009-07-08 16:00:00,21.47,15.55,23285,0,0,0
2009-07-09 16:00:00,23.07,17.74,219451,0,0,0
2009-07-10 16:00:00,23.14,18.3,56004,0,0,0
2009-07-13 16:00:00,21.79,19.08,77564,0,10226699,-10616279
2009-07-14 16:00:00,25.19,20.32,124862,0,0,0
2009-07-15 16:00:00,26.58,21.24,91458,0,0,0
2009-07-16 16:00:00,26.87,20.33,0,-91008,0,0
2009-07-17 16:00:00,27.54,20.83,49619,0,0,0
2009-07-20 16:00:00,30.13,24.28,345447,0,9699500,-9330747
2009-07-21 16:00:00,28.27,21.82,0,-245923,0,0
2009-07-22 16:00:00,30.7,23.92,209948,0,0,0
2009-07-23 16:00:00,32.33,24.28,36338,0,0,0
2009-07-24 16:00:00,32.9,23.58,0,-70362,0,0
2009-07-27 16:00:00,35.65,26.58,300462.8,0,9954647,-9908653
2009-07-28 16:00:00,36.09,26.79,20939,0,0,0
2009-07-29 16:00:00,28.95,19.15,0,-763914,0,0
2009-07-30 16:00:00,31.71,20.42,126883,0,0,0
2009-07-31 16:00:00,35.33,24.25,383135,0,0,0
2009-08-03 16:00:00,37.23,26.45,219055,0,10362384,-10379609
2009-08-04 16:00:00,37.21,25.65,0,-79777,0,0
2009-08-05 16:00:00,35.56,25.67,2284,0,0,0
2009-08-06 16:00:00,32.74,22.98,0,-268594,0,0
2009-08-07 16:00:00,28.82,19.42,0,-356364,0,0
2009-08-10 16:00:00,28.44,19.64,21831,0,11278964,-11260972
2009-08-11 16:00:00,28.87,20.58,94505,0,0,0
2009-08-12 16:00:00,23.11,16.09,0,-449233,0,0
2009-08-13 16:00:00,24.68,16.68,59052,0,0,0
2009-08-14 16:00:00,21.19,11.41,0,-527371,0,0
2009-08-17 16:00:00,13.79,4.42,0,-698846,9520034,-9519544
2009-08-18 16:00:00,14.94,6.49,207037,0,0,0
2009-08-19 16:00:00,9.24,0.33,0,-615696,0,0
2009-08-20 16:00:00,13.94,4.1,376575,0,0,0
2009-08-21 16:00:00,16.09,6.04,194280,0,0,0
2009-08-24 16:00:00,17.03,8.25,221065,0,10227025,-10241487
2009-08-25 16:00:00,12.69,6.3,0,-194989,0,0
2009-08-26 16:00:00,14.95,9.26,295517,0,0,0
2009-08-27 16:00:00,14.37,9.1,0,-15990,0,0
2009-08-28 16:00:00,10.4,7,0,-209640,0,0
2009-08-31 16:00:00,2.56,-0.58,0,-758552,9465725,-9453487
2009-09-01 16:00:00,3.04,-1.09,0,-50863,0,0
2009-09-02 16:00:00,4.75,-0.05,104542,0,0,0
2009-09-03 16:00:00,10.59,4.78,482559,0,0,0
2009-09-04 16:00:00,11.5,5.85,107558,0,0,0
2009-09-07 16:00:00,12.48,6.91,105478,0,10251721,-10266978
2009-09-08 16:00:00,14.9,9.44,252799,0,0,0
2009-09-09 16:00:00,15.77,10.2,75855,0,0,0
2009-09-10 16:00:00,14.61,8.74,0,-145340,0,0
2009-09-11 16:00:00,17.34,10.38,163944,0,0,0
2009-09-14 16:00:00,19.34,12.57,219316,0,8485470,-8468398
2009-09-15 16:00:00,19.67,12.56,0,-1360,0,0
2009-09-16 16:00:00,18.06,11.83,0,-72689,0,0
2009-09-17 16:00:00,20.31,13.94,210106,0,0,0
2009-09-18 16:00:00,15.94,9.6,0,-433110,0,0
2009-09-21 16:00:00,16.27,10.64,103911,0,9725709,-9730007
2009-09-22 16:00:00,13.46,8.37,0,-227647,0,0
2009-09-23 16:00:00,10.88,4.92,0,-344685,0,0
2009-09-24 16:00:00,11.64,2.82,0,-210361,0,0
2009-09-25 16:00:00,10.83,2.43,0,-38804,0,0
2009-09-28 16:00:00,7.72,-0.12,0,-254919,10288404,-10284086
2009-09-29 16:00:00,7.7,-1.3,0,-117806,0,0
2009-09-30 16:00:00,8.88,-0.3,99624,0,0,0
2009-10-09 16:00:00,14.64,3.63,393392,0,10094220,-10106854
2009-10-12 16:00:00,14.2,3.66,3129,0,7951215,-7954614
2009-10-13 16:00:00,15.9,4.9,123249,0,0,0
2009-10-14 16:00:00,16.95,5.59,69790,0,0,0
2009-10-15 16:00:00,17.39,5.95,36185,0,0,0
2009-10-16 16:00:00,17.47,5.54,0,-41410,0,0
2009-10-19 16:00:00,20.63,9.41,387153,0,8077814,-8072803
2009-10-20 16:00:00,22.39,10.6,119056,0,0,0
2009-10-21 16:00:00,22.09,10.49,0,-11376,0,0
2009-10-22 16:00:00,21.29,10.06,0,-42834,0,0
2009-10-23 16:00:00,23.68,12.4,233932,0,0,0
2009-10-26 16:00:00,23.72,13.46,105847,0,10507776,-10504885
2009-10-27 16:00:00,20.11,10.35,0,-310852,0,0
2009-10-28 16:00:00,20.64,11.78,143262,0,0,0
2009-10-29 16:00:00,17.66,9.55,0,-223034,0,0
2009-10-30 16:00:00,18.87,10.54,98816,0,0,0
2009-11-02 16:00:00,22.94,14.3,375475,0,9340893,-9346259
2009-11-03 16:00:00,24.49,15.9,160618,0,0,0
2009-11-04 16:00:00,25.15,15.99,9073,0,0,0
2009-11-05 16:00:00,25.53,16.69,70241,0,0,0
2009-11-06 16:00:00,26.21,17.1,40805,0,0,0
2009-11-09 16:00:00,26.67,18.01,90263,0,10134249,-10121772
2009-11-10 16:00:00,26.96,18.26,25510,0,0,0
2009-11-11 16:00:00,26.67,17.53,0,-72741,0,0
2009-11-12 16:00:00,26.82,17.79,25690,0,0,0
2009-11-13 16:00:00,27.5,19.17,137565,0,0,0
2009-11-16 16:00:00,31.38,22.24,307512,0,9988754,-10026833
2009-11-17 16:00:00,31.48,22.34,10304,0,0,0
2009-11-18 16:00:00,31.54,22.13,0,-21230,0,0
2009-11-19 16:00:00,31.99,22.81,67839,0,0,0
2009-11-20 16:00:00,31.57,22.09,0,-72418,0,0
2009-11-23 16:00:00,32.82,25.16,307544,0,10577371,-10548642
2009-11-24 16:00:00,28.57,20,0,-516336,0,0
2009-11-25 16:00:00,31.52,23.08,308151,0,0,0
2009-11-26 16:00:00,26.31,17.17,0,-590984,0,0
2009-11-27 16:00:00,22.57,13.5,0,-366713,0,0
2009-11-30 16:00:00,27.25,18.58,507710,0,9904003,-10652886
2009-12-01 16:00:00,29.03,21.14,256034,0,0,0
2009-12-02 16:00:00,30.35,21.94,80308,0,0,0
2009-12-03 16:00:00,30.12,22.41,46620,0,0,0
2009-12-04 16:00:00,32.02,20.81,0,-159786,0,0
