Datetime,Benchmark,Strategy,Para1,Para2,Para3,Para4
2009-06-01 16:00:00,3.57,1.39,139115,0,9997944,0
2009-06-02 16:00:00,3.82,1.71,31862,0,0,0
2009-06-03 16:00:00,6.51,3.72,201405,0,0,0
2009-06-04 16:00:00,7.03,4.31,58869,0,0,0
2009-06-05 16:00:00,6.51,3.32,0,-99415,0,0
2009-06-08 16:00:00,6.84,2.04,0,-127759.6,9648190,-9647044.4
2009-06-09 16:00:00,7.28,2.56,52374,0,0,0
2009-06-10 16:00:00,8.33,4.23,166614.8,0,0,0
2009-06-11 16:00:00,7.32,3.09,0,-114207,0,0
2009-06-12 16:00:00,5.31,0.95,0,-214323,0,0
2009-06-15 16:00:00,7.48,1.92,97438,0,8401683,-8397479
2009-06-16 16:00:00,7.3,2.38,45875,0,0,0
2009-06-17 16:00:00,9.09,4.37,198831,0,0,0
2009-06-18 16:00:00,10.79,5.01,64449,0,0,0
2009-06-19 16:00:00,11.61,4.4,0,-60885,0,0
2009-06-22 16:00:00,11.7,4.37,0,-3703.5,8793566,-8782587.5
2009-06-23 16:00:00,11.75,5.01,64073,0,0,0
2009-06-24 16:00:00,13.08,7.26,225288,0,0,0
2009-06-25 16:00:00,12.98,7.3,4333,0,0,0
2009-06-26 16:00:00,13.36,7.67,36744,0,0,0
2009-06-29 16:00:00,15.23,9.84,217285,0,9767153,-9763354
2009-06-30 16:00:00,14.74,9.53,0,-31555,0,0
2009-07-01 16:00:00,17.33,11.02,148833.48,0,0,0
2009-07-02 16:00:00,18.94,12.53,151701,0,0,0
2009-07-03 16:00:00,20.56,13.84,130507,0,0,0
2009-07-06 16:00:00,22.29,14.98,114046,0,10336558,-10330694
2009-07-07 16:00:00,21.04,15.37,39634,0,0,0
2009-07-08 16:00:00,21.47,16.15,78043,0,0,0
2009-07-09 16:00:00,23.07,19.47,331418.2,0,0,0
2009-07-10 16:00:00,23.14,19.36,0,-10634,0,0
2009-07-13 16:00:00,21.79,19.75,38493.4,0,10727656,-10734830
2009-07-14 16:00:00,25.19,22.4,265097,0,0,0
2009-07-15 16:00:00,26.58,24.29,189072,0,0,0
2009-07-16 16:00:00,26.87,22.83,0,-146183,0,0
2009-07-17 16:00:00,27.54,24.28,145076,0,0,0
2009-07-20 16:00:00,30.13,28.36,408240,0,10778835,-10760736
2009-07-21 16:00:00,28.27,25.42,0,-294295,0,0
2009-07-22 16:00:00,30.7,28.82,340317,0,0,0
2009-07-23 16:00:00,32.33,30.08,125881.6,0,0,0
2009-07-24 16:00:00,32.9,31.63,154769,0,0,0
2009-07-27 16:00:00,35.65,34.47,283998,0,11870030,-11866734
2009-07-28 16:00:00,36.09,37.32,284886,0,0,0
2009-07-29 16:00:00,28.95,28.4,0,-891590,0,0
2009-07-30 16:00:00,31.71,30.29,189025,0,0,0
2009-07-31 16:00:00,35.33,34.75,445595,0,0,0
