时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,1.58,157906,0,9996396,0
2009-06-02 16:00:00,3.82,2.11,53351.2,0,0,0
2009-06-03 16:00:00,6.51,3.05,93750,0,0,0
2009-06-04 16:00:00,7.03,3.11,6020,0,0,0
2009-06-05 16:00:00,6.51,2.19,0,-91554,0,0
2009-06-08 16:00:00,6.84,1.74,0,-45678,8844601,-8836858
2009-06-09 16:00:00,7.28,2.46,72599,0,0,0
2009-06-10 16:00:00,8.33,4.55,208979,0,0,0
2009-06-11 16:00:00,7.32,2.98,0,-157124,0,0
2009-06-12 16:00:00,5.31,0.59,0,-239467.4,0,0
2009-06-15 16:00:00,7.48,1.14,55296.6,0,9338692,-9315875
2009-06-16 16:00:00,7.3,1.49,35164,0,0,0
2009-06-17 16:00:00,9.09,3,150288,0,0,0
2009-06-18 16:00:00,10.79,3.86,86660.8,0,0,0
2009-06-19 16:00:00,11.61,4.8,93893,0,0,0
2009-06-22 16:00:00,11.7,3.81,0,-99315.64,9122955,-9111389
2009-06-23 16:00:00,11.75,3.62,0,-18564,0,0
2009-06-24 16:00:00,13.08,6.26,263825.08,0,0,0
2009-06-25 16:00:00,12.98,5.88,0,-37733,0,0
2009-06-26 16:00:00,13.36,5.81,0,-6867,0,0
2009-06-29 16:00:00,15.23,6.92,110292.5,0,8115561,-8103942
2009-06-30 16:00:00,14.74,5.91,0,-100271.5,0,0
2009-07-01 16:00:00,17.33,7.28,136525.5,0,0,0
2009-07-02 16:00:00,18.94,8.44,115945.5,0,0,0
2009-07-03 16:00:00,20.56,9.95,150870.5,0,0,0
2009-07-06 16:00:00,22.29,10.21,26062.3,0,8822280,-8820781
2009-07-07 16:00:00,21.04,10.31,9913,0,0,0
2009-07-08 16:00:00,21.47,10.99,68121.88,0,0,0
2009-07-09 16:00:00,23.07,12.94,194807,0,0,0
2009-07-10 16:00:00,23.14,13.32,38445,0,0,0
2009-07-13 16:00:00,21.79,13.3,0,-2299,9088613,-9479073
2009-07-14 16:00:00,25.19,15.55,225210,0,0,0
2009-07-15 16:00:00,26.58,17.07,152408,0,0,0
2009-07-16 16:00:00,26.87,16.49,0,-58868,0,0
2009-07-17 16:00:00,27.54,18.32,183523,0,0,0
2009-07-20 16:00:00,30.13,20.44,212313,0,9925723,-9529376
2009-07-21 16:00:00,28.27,18.07,0,-237698,0,0
2009-07-22 16:00:00,30.7,20.42,235137,0,0,0
2009-07-23 16:00:00,32.33,22.44,201649,0,0,0
2009-07-24 16:00:00,32.9,22.47,3856,0,0,0
2009-07-27 16:00:00,35.65,25.28,281070.64,0,10282399,-10274193
2009-07-28 16:00:00,36.09,27.27,198337,0,0,0
2009-07-29 16:00:00,28.95,19.18,0,-809146,0,0
