时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,1.58,158114,0,9989946,0
2009-06-02 16:00:00,3.82,1.72,14336,0,0,0
2009-06-03 16:00:00,6.51,3.96,223650,0,0,0
2009-06-04 16:00:00,7.03,3.84,0,-12110,0,0
2009-06-05 16:00:00,6.51,2.97,0,-87000,0,0
2009-06-08 16:00:00,6.84,2.36,0,-60975,8577021,-8906123
2009-06-09 16:00:00,7.28,2.68,32436,0,0,0
2009-06-10 16:00:00,8.33,4.05,136477.88,0,0,0
2009-06-11 16:00:00,7.32,2.7,0,-135144,0,0
2009-06-12 16:00:00,5.31,0.77,0,-192971,0,0
2009-06-15 16:00:00,7.48,2.47,170073,0,8713734,-8357285
2009-06-16 16:00:00,7.3,2.58,11282,0,0,0
2009-06-17 16:00:00,9.09,4.02,143433,0,0,0
2009-06-18 16:00:00,10.79,5.26,124532,0,0,0
2009-06-19 16:00:00,11.61,5.66,39957,0,0,0
2009-06-22 16:00:00,11.7,5.16,0,-49660,7461661,-7460950
2009-06-23 16:00:00,11.75,4.31,0,-85289,0,0
2009-06-24 16:00:00,13.08,6.03,171833.4,0,0,0
2009-06-25 16:00:00,12.98,5.76,0,-27080,0,0
2009-06-26 16:00:00,13.36,6.1,34515.6,0,0,0
2009-06-29 16:00:00,15.23,6.54,43778,0,8474495,-8510821
2009-06-30 16:00:00,14.74,6.14,0,-40545,0,0
2009-07-01 16:00:00,17.33,7.7,156490,0,0,0
2009-07-02 16:00:00,18.94,8.86,116115,0,0,0
2009-07-03 16:00:00,20.56,9.85,98377.3,0,0,0
2009-07-06 16:00:00,22.29,11.35,150773.2,0,9203297,-9174187.5
2009-07-07 16:00:00,21.04,11.78,42347,0,0,0
2009-07-08 16:00:00,21.47,13.16,138368,0,0,0
2009-07-09 16:00:00,23.07,16.34,317730.6,0,0,0
2009-07-10 16:00:00,23.14,17.86,151995,0,0,0
2009-07-13 16:00:00,21.79,17.65,0,-21114,8714395,-9049790
2009-07-14 16:00:00,25.19,21.05,339919,0,0,0
2009-07-15 16:00:00,26.58,21.93,88340,0,0,0
2009-07-16 16:00:00,26.87,21.59,0,-34183.88,0,0
2009-07-17 16:00:00,27.54,23,141534,0,0,0
2009-07-20 16:00:00,30.13,25.22,221971,0,10703096,-10328856
2009-07-21 16:00:00,28.27,22.68,0,-253810,0,0
2009-07-22 16:00:00,30.7,25.74,305687,0,0,0
2009-07-23 16:00:00,32.33,27.29,154631,0,0,0
2009-07-24 16:00:00,32.9,26.19,0,-109591,0,0
2009-07-27 16:00:00,35.65,29.1,290918.8,0,11764682,-11789650
2009-07-28 16:00:00,36.09,29.05,0,-5354,0,0
2009-07-29 16:00:00,28.95,21.25,0,-779526,0,0
2009-07-30 16:00:00,31.71,22.24,98340,0,0,0
2009-07-31 16:00:00,35.33,25.28,304645,0,0,0
2009-08-03 16:00:00,37.23,28.66,337513,0,9759415,-9733499
2009-08-04 16:00:00,37.21,30.78,212085,0,0,0
2009-08-05 16:00:00,35.56,29.2,0,-157464,0,0
2009-08-06 16:00:00,32.74,27.56,0,-164769,0,0
2009-08-07 16:00:00,28.82,24.08,0,-347376,0,0
2009-08-10 16:00:00,28.44,23.86,0,-22308,9716283,-9723088
2009-08-11 16:00:00,28.87,24.06,19674,0,0,0
2009-08-12 16:00:00,23.11,18.42,0,-563950,0,0
2009-08-13 16:00:00,24.68,20.87,244947.2,0,0,0
2009-08-14 16:00:00,21.19,17.57,0,-329192,0,0
2009-08-17 16:00:00,13.79,9.14,0,-843246,8874647,-8865942
2009-08-18 16:00:00,14.94,10.91,177148,0,0,0
2009-08-19 16:00:00,9.24,4.78,0,-612894,0,0
2009-08-20 16:00:00,13.94,8.66,387364,0,0,0
2009-08-21 16:00:00,16.09,11.15,249638,0,0,0
2009-08-24 16:00:00,17.03,12.84,168491,0,10757917,-10769421
2009-08-25 16:00:00,12.69,10.5,0,-234234,0,0
2009-08-26 16:00:00,14.95,13.47,297255,0,0,0
2009-08-27 16:00:00,14.37,13.47,208,0,0,0
2009-08-28 16:00:00,10.4,10.7,0,-277375,0,0
