时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出
2009-06-01 16:00:00,3.57,0.42,42055,0,9988972,0
2009-06-02 16:00:00,3.82,0.92,49849.2,0,0,0
2009-06-03 16:00:00,6.51,1.9,97648,0,0,0
2009-06-04 16:00:00,7.03,2,10079,0,0,0
2009-06-05 16:00:00,6.51,1.69,0,-30151,0,0
2009-06-08 16:00:00,6.84,0.25,0,-144770,8503313,-9135902
2009-06-09 16:00:00,7.28,0.38,12909.4,0,0,0
2009-06-10 16:00:00,8.33,2.01,162952,0,0,0
2009-06-11 16:00:00,7.32,1.09,0,-91451,0,0
2009-06-12 16:00:00,5.31,-0.93,0,-202507,0,0
2009-06-15 16:00:00,7.48,0.01,94655,0,8595119,-8281954
2009-06-16 16:00:00,7.3,0.33,31712,0,0,0
2009-06-17 16:00:00,9.09,1.72,139402,0,0,0
2009-06-18 16:00:00,10.79,2.31,58899.8,0,0,0
2009-06-19 16:00:00,11.61,2.93,61377,0,0,0
2009-06-22 16:00:00,11.7,0.83,0,-209776,9999016,-9676988
2009-06-23 16:00:00,11.75,0.17,0,-65662.6,0,0
2009-06-24 16:00:00,13.08,3.01,283596,0,0,0
2009-06-25 16:00:00,12.98,3.19,18055,0,0,0
2009-06-26 16:00:00,13.36,4.42,123000,0,0,0
2009-06-29 16:00:00,15.23,4.67,25027.4,0,8347262,-8321838.4
2009-06-30 16:00:00,14.74,3.62,0,-105241,0,0
2009-07-01 16:00:00,17.33,5.39,177673,0,0,0
2009-07-02 16:00:00,18.94,6.26,87009,0,0,0
2009-07-03 16:00:00,20.56,7.64,137767,0,0,0
2009-07-06 16:00:00,22.29,6.22,0,-142163,8992974,-8990445
2009-07-07 16:00:00,21.04,5.31,0,-90598,0,0
2009-07-08 16:00:00,21.47,6.74,142193.4,0,0,0
2009-07-09 16:00:00,23.07,8.86,212874,0,0,0
2009-07-10 16:00:00,23.14,10.26,139881,0,0,0
2009-07-13 16:00:00,21.79,8.49,0,-177554,10596693,-10593536
2009-07-14 16:00:00,25.19,10.94,245636,0,0,0
2009-07-15 16:00:00,26.58,13.39,244690.8,0,0,0
2009-07-16 16:00:00,26.87,13.13,0,-26530,0,0
2009-07-17 16:00:00,27.54,14.1,97363,0,0,0
2009-07-20 16:00:00,30.13,14.76,65800,0,10010299,-10003128
2009-07-21 16:00:00,28.27,13.01,0,-174726,0,0
2009-07-22 16:00:00,30.7,14.19,117965,0,0,0
2009-07-23 16:00:00,32.33,15.6,140805,0,0,0
2009-07-24 16:00:00,32.9,14.23,0,-137178,0,0
2009-07-27 16:00:00,35.65,15.53,130793.88,0,10329987,-10331899
2009-07-28 16:00:00,36.09,15.05,0,-48588,0,0
2009-07-29 16:00:00,28.95,7.68,0,-736977,0,0
2009-07-30 16:00:00,31.71,9.23,154829,0,0,0
2009-07-31 16:00:00,35.33,12.94,371594,0,0,0
2009-08-03 16:00:00,37.23,13.97,102373,0,10295191,-10283730
2009-08-04 16:00:00,37.21,14.17,19921,0,0,0
2009-08-05 16:00:00,35.56,12.37,0,-179745,0,0
2009-08-06 16:00:00,32.74,10.65,0,-171626,0,0
2009-08-07 16:00:00,28.82,7.02,0,-362967,0,0
2009-08-10 16:00:00,28.44,6.1,0,-92338,8312585,-8313719
2009-08-11 16:00:00,28.87,6.64,54611,0,0,0
2009-08-12 16:00:00,23.11,2.13,0,-451898,0,0
2009-08-13 16:00:00,24.68,3.2,107599,0,0,0
2009-08-14 16:00:00,21.19,-0.71,0,-391630,0,0
2009-08-17 16:00:00,13.79,-8.2,0,-748565,8778310,-8778560
2009-08-18 16:00:00,14.94,-6.71,148790,0,0,0
2009-08-19 16:00:00,9.24,-11.86,0,-514340,0,0
2009-08-20 16:00:00,13.94,-7.91,394820.6,0,0,0
2009-08-21 16:00:00,16.09,-5.32,258627,0,0,0
2009-08-24 16:00:00,17.03,-4.84,48192,0,8580613,-8591164
2009-08-25 16:00:00,12.69,-8.82,0,-398056,0,0
2009-08-26 16:00:00,14.95,-5.87,294966,0,0,0
2009-08-27 16:00:00,14.37,-6.07,0,-19959,0,0
2009-08-28 16:00:00,10.4,-9.13,0,-306060,0,0
2009-08-31 16:00:00,2.56,-16.88,0,-774470,7486990,-7473291
2009-09-01 16:00:00,3.04,-17.93,0,-105607,0,0
2009-09-02 16:00:00,4.75,-16.99,94634,0,0,0
2009-09-03 16:00:00,10.59,-11.64,534955,0,0,0
2009-09-04 16:00:00,11.5,-10.7,93774,0,0,0
2009-09-07 16:00:00,12.48,-11.02,0,-31844,7787064,-7798345
