Datetime,Benchmark,Strategy,Para1,Para2,Para3,Para4
2017-06-01 16:00:00,0.14,0,0,0,0,0
2017-06-02 16:00:00,-0.18,0,0,0,0,0
2017-06-05 16:00:00,-0.69,-0.43,0,-42565,9995261,0
2017-06-06 16:00:00,0,0.05,47970,0,0,0
2017-06-07 16:00:00,1.17,1.63,157753,0,0,0
2017-06-08 16:00:00,1.95,1.72,8806,0,0,0
2017-06-09 16:00:00,2.38,1.99,26963.8,0,0,0
2017-06-12 16:00:00,2.33,0.5,0,-149388,9466309,-9474685
2017-06-13 16:00:00,2.56,1.58,108461,0,0,0
2017-06-14 16:00:00,1.21,1.04,0,-54460.4,0,0
2017-06-15 16:00:00,1.03,1.44,40356.2,0,0,0
2017-06-16 16:00:00,0.74,1.55,10798,0,0,0
2017-06-19 16:00:00,1.74,2.3,75781,0,9136820,-9117589
2017-06-20 16:00:00,1.53,2.46,15664,0,0,0
2017-06-21 16:00:00,2.72,2.78,31400,0,0,0
2017-06-22 16:00:00,2.79,2.53,0,-24072.8,0,0
2017-06-23 16:00:00,3.72,2.69,15340,0,0,0
2017-06-26 16:00:00,5.02,4.07,138206.8,0,7860574,-7847428
2017-06-27 16:00:00,5.21,4.27,19704,0,0,0
2017-06-28 16:00:00,4.39,4.23,0,-3481,0,0
2017-06-29 16:00:00,5.04,5.02,78880.32,0,0,0
2017-06-30 16:00:00,4.98,4.77,0,-25052.8,0,0
2017-07-03 16:00:00,4.52,4.65,0,-11644.6,9082074,-9065498
2017-07-04 16:00:00,3.64,3.28,0,-137245,0,0
2017-07-05 16:00:00,4.78,4.51,123062,0,0,0
2017-07-06 16:00:00,4.79,4.7,18457,0,0,0
2017-07-07 16:00:00,4.67,5.53,83123,0,0,0
2017-07-10 16:00:00,4.6,3.87,0,-165449,9136425,-9142926
2017-07-11 16:00:00,5.09,3.27,0,-60626,0,0
2017-07-12 16:00:00,4.75,3.18,0,-9079.2,0,0
2017-07-13 16:00:00,5.56,3.8,62306,0,0,0
2017-07-14 16:00:00,6.02,3.92,12144.2,0,0,0
2017-07-17 16:00:00,4.89,-0.99,0,-491325,8302216,-8279735
2017-07-18 16:00:00,4.99,0.77,175855,0,0,0
2017-07-19 16:00:00,6.78,3.87,309930,0,0,0
2017-07-20 16:00:00,7.3,4.55,68718,0,0,0
2017-07-21 16:00:00,6.75,4.32,0,-23619,0,0
2017-07-24 16:00:00,7.17,3.55,0,-76229,9376779,-9393723
2017-07-25 16:00:00,6.49,3.26,0,-29205,0,0
2017-07-26 16:00:00,6.08,2.39,0,-86864,0,0
2017-07-27 16:00:00,6.28,4.07,167672,0,0,0
2017-07-28 16:00:00,6.56,4.12,4555,0,0,0
2017-07-31 16:00:00,7.01,5.71,159111,0,9384452,-9358924
2017-08-01 16:00:00,7.94,6.12,41553,0,0,0
2017-08-02 16:00:00,7.67,6.29,16306,0,0,0
2017-08-03 16:00:00,6.73,6.56,27192,0,0,0
2017-08-04 16:00:00,6.15,6.24,0,-31863,0,0
2017-08-07 16:00:00,6.7,6.78,54318,0,9272816,-9274269
2017-08-08 16:00:00,6.85,7.48,69316,0,0,0
2017-08-09 16:00:00,6.82,7.47,0,-758,0,0
2017-08-10 16:00:00,6.39,7.44,0,-2804,0,0
2017-08-11 16:00:00,4.42,5.47,0,-196742,0,0
2017-08-14 16:00:00,5.78,7.3,183105,0,9081803,-9080622
2017-08-15 16:00:00,6.1,8.18,88108,0,0,0
2017-08-16 16:00:00,5.97,8.51,32436,0,0,0
2017-08-17 16:00:00,6.54,9.39,88383,0,0,0
2017-08-18 16:00:00,6.64,9.79,39776,0,0,0
2017-08-21 16:00:00,7.1,9.36,0,-43403,9162592,-9213552
2017-08-22 16:00:00,7.43,8.69,0,-66648,0,0
2017-08-23 16:00:00,7.54,8.1,0,-59314,0,0
2017-08-24 16:00:00,6.92,7.71,0,-39012,0,0
2017-08-25 16:00:00,8.67,8.99,128485,0,0,0
2017-08-28 16:00:00,10.02,11.26,226774,0,9498855,-9439444
2017-08-29 16:00:00,9.78,10.68,0,-57573.8,0,0
2017-08-30 16:00:00,9.77,10.86,17622,0,0,0
2017-08-31 16:00:00,9.43,11.63,77155,0,0,0
2017-09-01 16:00:00,9.67,11.98,34923,0,0,0
2017-09-04 16:00:00,10.1,10.75,0,-122738,10070357,-10110653
2017-09-05 16:00:00,10.43,11.07,31943,0,0,0
2017-09-06 16:00:00,10.21,11.23,15655,0,0,0
2017-09-07 16:00:00,9.65,10.28,0,-95332,0,0
2017-09-08 16:00:00,9.54,10.52,24743,0,0,0
2017-09-11 16:00:00,9.53,9.43,0,-109349,8507106,-8453317
2017-09-12 16:00:00,9.88,10.11,67612,0,0,0
2017-09-13 16:00:00,10.01,10.3,19071,0,0,0
2017-09-14 16:00:00,9.65,10.23,0,-6227,0,0
2017-09-15 16:00:00,9.69,10.31,7388,0,0,0
2017-09-18 16:00:00,10.03,10.57,26177,0,7423415,-7423354
2017-09-19 16:00:00,9.71,9.7,0,-86724,0,0
2017-09-20 16:00:00,10.01,9.96,25285,0,0,0
2017-09-21 16:00:00,9.88,10.05,9420,0,0,0
2017-09-22 16:00:00,9.87,10.03,0,-1953,0,0
2017-09-25 16:00:00,9.3,6.85,0,-318455,8135254,-8136164
2017-09-26 16:00:00,9.39,7.7,85426,0,0,0
2017-09-27 16:00:00,9.4,8.04,33594,0,0,0
2017-09-28 16:00:00,9.44,7.48,0,-55554,0,0
2017-09-29 16:00:00,9.84,7.75,26579,0,0,0
2017-10-09 16:00:00,11.15,7.61,0,-13902,8472031,-8470918
2017-10-10 16:00:00,11.37,7.7,8894,0,0,0
2017-10-11 16:00:00,11.73,7.18,0,-52083,0,0
2017-10-12 16:00:00,12.03,7.2,2539,0,0,0
2017-10-13 16:00:00,12.26,7.15,0,-4618,0,0
2017-10-16 16:00:00,12.04,5.7,0,-145090,7866589,-7906732
2017-10-17 16:00:00,12.03,5.19,0,-51781,0,0
2017-10-18 16:00:00,12.92,4.56,0,-62339,0,0
2017-10-19 16:00:00,12.55,2.66,0,-190503,0,0
2017-10-20 16:00:00,12.42,3.49,82989,0,0,0
2017-10-23 16:00:00,12.54,3.13,0,-35280,9329972,-9289752
2017-10-24 16:00:00,13.36,3.42,28165,0,0,0
2017-10-25 16:00:00,13.86,3.56,14285,0,0,0
2017-10-26 16:00:00,14.33,3.88,32367,0,0,0
2017-10-27 16:00:00,15.15,3.99,11192,0,0,0
2017-10-30 16:00:00,14.8,1.16,0,-283811,9394849,-9395168
2017-10-31 16:00:00,14.71,1.63,47186,0,0,0
2017-11-01 16:00:00,14.42,1.17,0,-45660,0,0
2017-11-02 16:00:00,14.44,0.85,0,-31714,0,0
2017-11-03 16:00:00,14.31,0.54,0,-31049,0,0
2017-11-06 16:00:00,15.12,-0.74,0,-127937,8389776,-8389634
2017-11-07 16:00:00,16.07,1.22,195649,0,0,0
2017-11-08 16:00:00,15.89,1.68,45610,0,0,0
2017-11-09 16:00:00,16.69,2.12,43794,0,0,0
2017-11-10 16:00:00,17.72,2.2,8920,0,0,0
2017-11-13 16:00:00,18.19,1.8,0,-40131,9887348,-9887448
2017-11-14 16:00:00,17.36,1.76,0,-4063,0,0
2017-11-15 16:00:00,16.63,1.07,0,-68916,0,0
2017-11-16 16:00:00,17.53,0.11,0,-96081,0,0
2017-11-17 16:00:00,17.98,0.53,41742,0,0,0
2017-11-20 16:00:00,18.64,-0.3,0,-82604,8317342,-8317820
2017-11-21 16:00:00,20.75,1.42,171197,0,0,0
2017-11-22 16:00:00,21.03,2.38,96869,0,0,0
2017-11-23 16:00:00,17.45,0.06,0,-232413,0,0
2017-11-24 16:00:00,17.5,-0.13,0,-19177,0,0
2017-11-27 16:00:00,15.95,-4.76,0,-462991,8978898,-8978173
2017-11-28 16:00:00,16.12,-2.76,200433,0,0,0
2017-11-29 16:00:00,16.06,-3.54,0,-78231,0,0
2017-11-30 16:00:00,14.69,-4.86,0,-132560,0,0
2017-12-01 16:00:00,14.47,-3.92,94313,0,0,0
2017-12-04 16:00:00,15.06,-5.98,0,-205760,7383648,-7383789
2017-12-05 16:00:00,15.67,-6.64,0,-66254,0,0
2017-12-06 16:00:00,14.97,-5.88,76096,0,0,0
2017-12-07 16:00:00,13.69,-6.65,0,-76932,0,0
2017-12-08 16:00:00,14.62,-5.52,112542,0,0,0
2017-12-11 16:00:00,16.51,-4.57,95853,0,8166657,-8167920
2017-12-12 16:00:00,14.98,-5.36,0,-79415,0,0
2017-12-13 16:00:00,15.95,-4.47,88830,0,0,0
2017-12-14 16:00:00,15.27,-4.74,0,-26914,0,0
2017-12-15 16:00:00,13.97,-5.83,0,-108700,0,0
2017-12-18 16:00:00,14.1,-7.42,0,-159433,7219057,-7231319
2017-12-19 16:00:00,15.53,-6.17,125715,0,0,0
2017-12-20 16:00:00,15.39,-7,0,-83054,0,0
2017-12-21 16:00:00,16.46,-6.37,62197,0,0,0
2017-12-22 16:00:00,16.08,-6.45,0,-7436,0,0
2017-12-25 16:00:00,15.71,-8.09,0,-164016,7480070,-7466219
2017-12-26 16:00:00,16.05,-6.89,120322,0,0,0
2017-12-27 16:00:00,14.27,-7.44,0,-55813,0,0
2017-12-28 16:00:00,15.06,-6.52,92193,0,0,0
2017-12-29 16:00:00,15.4,-6.42,9789,0,0,0
2018-01-02 16:00:00,17.02,-5.18,124071,0,7212521,-7212851
2018-01-03 16:00:00,17.71,-5.05,13102,0,0,0
2018-01-04 16:00:00,18.21,-5.08,0,-2838,0,0
2018-01-05 16:00:00,18.49,-3.77,130676,0,0,0
2018-01-08 16:00:00,19.1,-3.84,0,-6600,6845287,-6845165
2018-01-09 16:00:00,19.94,-4.42,0,-58493,0,0
2018-01-10 16:00:00,20.47,-5.17,0,-74422,0,0
2018-01-11 16:00:00,20.4,-5.73,0,-55893,0,0
2018-01-12 16:00:00,20.96,-5.84,0,-11447,0,0
2018-01-15 16:00:00,20.97,-8.98,0,-313877,8898170,-8898435
2018-01-16 16:00:00,21.92,-7.84,114588,0,0,0
2018-01-17 16:00:00,21.62,-7.89,0,-5609,0,0
2018-01-18 16:00:00,22.29,-7.56,32966,0,0,0
2018-01-19 16:00:00,22.69,-6.59,96740,0,0,0
2018-01-22 16:00:00,24.16,-6.17,42899,0,8547759,-8548105
2018-01-23 16:00:00,25.47,-5.36,80426,0,0,0
2018-01-24 16:00:00,25.68,-4.8,56541,0,0,0
2018-01-25 16:00:00,24.97,-4.85,0,-5866,0,0
2018-01-26 16:00:00,25.44,-4.95,0,-9183,0,0
2018-01-29 16:00:00,23.17,-8.26,0,-331798,9385979,-9385280
2018-01-30 16:00:00,21.85,-8.91,0,-64421,0,0
2018-01-31 16:00:00,22.42,-9.23,0,-32545,0,0
2018-02-01 16:00:00,21.56,-11.46,0,-222889,0,0
2018-02-02 16:00:00,22.28,-11.03,43455,0,0,0
2018-02-05 16:00:00,22.37,-12.54,0,-151704,6671494,-6671486
2018-02-06 16:00:00,18.78,-15.96,0,-341763,0,0
2018-02-07 16:00:00,15.96,-16.83,0,-86870,0,0
2018-02-08 16:00:00,14.86,-16.78,5281,0,0,0
2018-02-09 16:00:00,9.96,-19.83,0,-305151,0,0
2018-02-12 16:00:00,11.37,-18.44,139497,0,6650396,-6651301
2018-02-13 16:00:00,12.68,-17.62,81533,0,0,0
2018-02-14 16:00:00,13.57,-16.82,79525,0,0,0
2018-02-22 16:00:00,16.03,-15.51,131279,0,6803674,-6802823
2018-02-23 16:00:00,16.55,-15.41,10415,0,0,0
2018-02-26 16:00:00,17.91,-14.35,105707,0,7097849,-7141042
2018-02-27 16:00:00,16.21,-14.74,0,-38529,0,0
2018-02-28 16:00:00,15.2,-14.87,0,-13726,0,0
2018-03-01 16:00:00,15.92,-14.81,5900,0,0,0
2018-03-02 16:00:00,14.99,-15.36,0,-54725,0,0
2018-03-05 16:00:00,15.04,-15.69,0,-33317,7693809,-7655389
2018-03-06 16:00:00,16.42,-14.34,135877,0,0,0
