Datetime,Benchmark,Strategy,Para1,Para2,Para3,Para4
2017-06-01 16:00:00,0.14,0,0,0,0,0
2017-06-02 16:00:00,-0.18,0,0,0,0,0
2017-06-05 16:00:00,-0.69,-1.32,0,-132360,9938565,0
2017-06-06 16:00:00,0,-0.02,130287,0,0,0
2017-06-07 16:00:00,1.17,1.43,144693,0,0,0
2017-06-08 16:00:00,1.95,3.67,224056,0,0,0
2017-06-09 16:00:00,2.38,4,33799,0,0,0
2017-06-12 16:00:00,2.33,2.79,0,-121268,7962192,-7954942
2017-06-13 16:00:00,2.56,3.95,115485.4,0,0,0
2017-06-14 16:00:00,1.21,3.19,0,-76134.5,0,0
2017-06-15 16:00:00,1.03,3.57,38513.6,0,0,0
2017-06-16 16:00:00,0.74,3.47,0,-10030.5,0,0
2017-06-19 16:00:00,1.74,3.84,37286.5,0,6896383,-6817960.5
2017-06-20 16:00:00,1.53,3.92,7228,0,0,0
2017-06-21 16:00:00,2.72,4.52,60562,0,0,0
2017-06-22 16:00:00,2.79,3.65,0,-86735.6,0,0
2017-06-23 16:00:00,3.72,4.33,67511,0,0,0
2017-06-26 16:00:00,5.02,7.02,269222.2,0,8713784,-8723899
2017-06-27 16:00:00,5.21,6.74,0,-27935.6,0,0
2017-06-28 16:00:00,4.39,5.94,0,-80249.8,0,0
2017-06-29 16:00:00,5.04,7.56,162073.8,0,0,0
2017-06-30 16:00:00,4.98,7.56,0,-339,0,0
2017-07-03 16:00:00,4.52,4.63,0,-292548.2,7898093,-7910309.6
2017-07-04 16:00:00,3.64,3.42,0,-121234,0,0
2017-07-05 16:00:00,4.78,5.63,221352,0,0,0
2017-07-06 16:00:00,4.79,5.72,8807.8,0,0,0
2017-07-07 16:00:00,4.67,5.06,0,-66512,0,0
2017-07-10 16:00:00,4.6,2.8,0,-225872,8018281,-7994567
2017-07-11 16:00:00,5.09,2.27,0,-52224.92,0,0
2017-07-12 16:00:00,4.75,2.69,41390,0,0,0
2017-07-13 16:00:00,5.56,2.88,19452,0,0,0
2017-07-14 16:00:00,6.02,2.72,0,-16024.2,0,0
2017-07-17 16:00:00,4.89,-3.04,0,-576038.8,6503205,-6495230
2017-07-18 16:00:00,4.99,-3.08,0,-4449.56,0,0
2017-07-19 16:00:00,6.78,-1.73,134850,0,0,0
2017-07-20 16:00:00,7.3,-1.35,38095.6,0,0,0
2017-07-21 16:00:00,6.75,-1.4,0,-4235,0,0
2017-07-24 16:00:00,7.17,-2.12,0,-72715,6899979,-6875967
2017-07-25 16:00:00,6.49,-2.41,0,-28686,0,0
2017-07-26 16:00:00,6.08,-2.94,0,-53100,0,0
2017-07-27 16:00:00,6.28,-2.6,33848,0,0,0
2017-07-28 16:00:00,6.56,-2.04,56470,0,0,0
2017-07-31 16:00:00,7.01,-2.86,0,-82381,6208031,-6179816
2017-08-01 16:00:00,7.94,-2.5,36458,0,0,0
2017-08-02 16:00:00,7.67,-3.49,0,-99597,0,0
2017-08-03 16:00:00,6.73,-4.14,0,-64919,0,0
2017-08-04 16:00:00,6.15,-4,14314.6,0,0,0
2017-08-07 16:00:00,6.7,-4.82,0,-82156,7344355,-7341990
2017-08-08 16:00:00,6.85,-4.42,39982,0,0,0
2017-08-09 16:00:00,6.82,-5.02,0,-60389,0,0
2017-08-10 16:00:00,6.39,-5,2240,0,0,0
2017-08-11 16:00:00,4.42,-6.62,0,-161456,0,0
2017-08-14 16:00:00,5.78,-6.93,0,-31500,8085624,-8079000
2017-08-15 16:00:00,6.1,-6.79,14594,0,0,0
2017-08-16 16:00:00,5.97,-7.14,0,-35141,0,0
2017-08-17 16:00:00,6.54,-6.9,23403,0,0,0
2017-08-18 16:00:00,6.64,-6.78,12739,0,0,0
2017-08-21 16:00:00,7.1,-7.41,0,-63929,7166840,-7167025
2017-08-22 16:00:00,7.43,-8.08,0,-66454,0,0
2017-08-23 16:00:00,7.54,-8.23,0,-14908,0,0
2017-08-24 16:00:00,6.92,-8.89,0,-66270,0,0
2017-08-25 16:00:00,8.67,-7.82,106925,0,0,0
2017-08-28 16:00:00,10.02,-8.2,0,-38343,7374399,-7374202
2017-08-29 16:00:00,9.78,-8.71,0,-50414,0,0
2017-08-30 16:00:00,9.77,-8.97,0,-26412,0,0
2017-08-31 16:00:00,9.43,-9.12,0,-14929,0,0
2017-09-01 16:00:00,9.67,-8.86,26386,0,0,0
2017-09-04 16:00:00,10.1,-9.41,0,-55283,7275238,-7275399
2017-09-05 16:00:00,10.43,-9.07,34280,0,0,0
2017-09-06 16:00:00,10.21,-9.07,0,-359,0,0
2017-09-07 16:00:00,9.65,-9.61,0,-53888,0,0
2017-09-08 16:00:00,9.54,-9.89,0,-27908,0,0
2017-09-11 16:00:00,9.53,-11.22,0,-132768,7219562,-7219489
2017-09-12 16:00:00,9.88,-11.25,0,-2737,0,0
2017-09-13 16:00:00,10.01,-11.14,10728,0,0,0
2017-09-14 16:00:00,9.65,-11.09,4814,0,0,0
2017-09-15 16:00:00,9.69,-10.6,48911,0,0,0
2017-09-18 16:00:00,10.03,-11.5,0,-90052,5388366,-5390451
2017-09-19 16:00:00,9.71,-11.91,0,-40565,0,0
2017-09-20 16:00:00,10.01,-11.87,4039,0,0,0
2017-09-21 16:00:00,9.88,-12.21,0,-34651,0,0
2017-09-22 16:00:00,9.87,-12.2,1638,0,0,0
2017-09-25 16:00:00,9.3,-15.48,0,-327979,6981652,-6980188
2017-09-26 16:00:00,9.39,-15.5,0,-2132,0,0
2017-09-27 16:00:00,9.4,-14.35,114395,0,0,0
2017-09-28 16:00:00,9.44,-14.4,0,-4298,0,0
2017-09-29 16:00:00,9.84,-13.32,108119,0,0,0
2017-10-09 16:00:00,11.15,-12.45,86834,0,6468044,-6469057
2017-10-10 16:00:00,11.37,-12.44,860,0,0,0
2017-10-11 16:00:00,11.73,-12.97,0,-52952,0,0
2017-10-12 16:00:00,12.03,-12.3,67060,0,0,0
2017-10-13 16:00:00,12.26,-12.08,21487,0,0,0
2017-10-16 16:00:00,12.04,-14.87,0,-278523,6151655,-6156681
2017-10-17 16:00:00,12.03,-14.39,47913,0,0,0
2017-10-18 16:00:00,12.92,-14.34,5311,0,0,0
2017-10-19 16:00:00,12.55,-14.54,0,-20536,0,0
2017-10-20 16:00:00,12.42,-14.06,48329,0,0,0
2017-10-23 16:00:00,12.54,-15.27,0,-121415,7115279,-7110163
2017-10-24 16:00:00,13.36,-14.93,34562,0,0,0
2017-10-25 16:00:00,13.86,-14.98,0,-5079,0,0
2017-10-26 16:00:00,14.33,-14.71,26481,0,0,0
2017-10-27 16:00:00,15.15,-14.79,0,-7913,0,0
2017-10-30 16:00:00,14.8,-17.64,0,-284592,5424533,-5423893
2017-10-31 16:00:00,14.71,-17.13,50543,0,0,0
2017-11-01 16:00:00,14.42,-16.87,26676,0,0,0
2017-11-02 16:00:00,14.44,-17.01,0,-14034,0,0
2017-11-03 16:00:00,14.31,-16.98,2484,0,0,0
2017-11-06 16:00:00,15.12,-17.66,0,-67549,6593307,-6592314
2017-11-07 16:00:00,16.07,-16.93,72394,0,0,0
2017-11-08 16:00:00,15.89,-17.19,0,-25703,0,0
2017-11-09 16:00:00,16.69,-16.7,49002,0,0,0
2017-11-10 16:00:00,17.72,-15.47,122512,0,0,0
2017-11-13 16:00:00,18.19,-16.47,0,-99503,6216991,-6217273
2017-11-14 16:00:00,17.36,-17.9,0,-143541,0,0
2017-11-15 16:00:00,16.63,-18.51,0,-60798,0,0
2017-11-16 16:00:00,17.53,-17.76,75188,0,0,0
2017-11-17 16:00:00,17.98,-18.6,0,-84160,0,0
2017-11-20 16:00:00,18.64,-19.99,0,-138772,6428872,-6429290
2017-11-21 16:00:00,20.75,-18.11,188492,0,0,0
2017-11-22 16:00:00,21.03,-18.81,0,-70751,0,0
2017-11-23 16:00:00,17.45,-21.23,0,-242199,0,0
2017-11-24 16:00:00,17.5,-21.32,0,-8514,0,0
2017-11-27 16:00:00,15.95,-24.68,0,-336298,6249953,-6250290
2017-11-28 16:00:00,16.12,-23.16,151777,0,0,0
2017-11-29 16:00:00,16.06,-24.28,0,-111865,0,0
2017-11-30 16:00:00,14.69,-25.29,0,-100261,0,0
2017-12-01 16:00:00,14.47,-24.82,46567,0,0,0
2017-12-04 16:00:00,15.06,-26.87,0,-205316,5473934,-5472990
2017-12-05 16:00:00,15.67,-28.42,0,-154495,0,0
2017-12-06 16:00:00,14.97,-27.63,78432,0,0,0
2017-12-07 16:00:00,13.69,-28.39,0,-75926,0,0
2017-12-08 16:00:00,14.62,-27.69,70779,0,0,0
2017-12-11 16:00:00,16.51,-26.91,77324,0,6466222,-6466282
2017-12-12 16:00:00,14.98,-27.61,0,-69286,0,0
2017-12-13 16:00:00,15.95,-27.22,38469,0,0,0
2017-12-14 16:00:00,15.27,-27.47,0,-25286,0,0
2017-12-15 16:00:00,13.97,-28.02,0,-54687,0,0
2017-12-18 16:00:00,14.1,-30.24,0,-221772,6409014,-6408982
2017-12-19 16:00:00,15.53,-28.88,136161,0,0,0
2017-12-20 16:00:00,15.39,-28.9,0,-2028,0,0
2017-12-21 16:00:00,16.46,-27.48,142022,0,0,0
2017-12-22 16:00:00,16.08,-27.3,17775,0,0,0
2017-12-25 16:00:00,15.71,-29.35,0,-205527,4332224,-4332238
2017-12-26 16:00:00,16.05,-28.82,53475,0,0,0
2017-12-27 16:00:00,14.27,-29.86,0,-104515,0,0
2017-12-28 16:00:00,15.06,-29.98,0,-11606,0,0
2017-12-29 16:00:00,15.4,-29.72,26000,0,0,0
2018-01-02 16:00:00,17.02,-30.24,0,-52230,4639777,-4639879
2018-01-03 16:00:00,17.71,-29.32,92699,0,0,0
2018-01-04 16:00:00,18.21,-29.44,0,-12836,0,0
2018-01-05 16:00:00,18.49,-29.75,0,-30308,0,0
2018-01-08 16:00:00,19.1,-30.12,0,-37695,5664324,-5664308
2018-01-09 16:00:00,19.94,-29.46,66304,0,0,0
2018-01-10 16:00:00,20.47,-29.58,0,-11591,0,0
2018-01-11 16:00:00,20.4,-29.29,28625,0,0,0
2018-01-12 16:00:00,20.96,-29.49,0,-19674,0,0
2018-01-15 16:00:00,20.97,-32.33,0,-284299,4100701,-4102522
2018-01-16 16:00:00,21.92,-32.61,0,-27994,0,0
2018-01-17 16:00:00,21.62,-32.98,0,-37154,0,0
2018-01-18 16:00:00,22.29,-33.23,0,-24968,0,0
2018-01-19 16:00:00,22.69,-33.02,21508,0,0,0
2018-01-22 16:00:00,24.16,-33.88,0,-86255,5667752,-5665776
2018-01-23 16:00:00,25.47,-33.17,71234,0,0,0
2018-01-24 16:00:00,25.68,-32.88,28374,0,0,0
2018-01-25 16:00:00,24.97,-33.35,0,-47145,0,0
2018-01-26 16:00:00,25.44,-33.33,2395,0,0,0
2018-01-29 16:00:00,23.17,-36.22,0,-289177,5645563,-5687208
2018-01-30 16:00:00,21.85,-37.05,0,-83112,0,0
2018-01-31 16:00:00,22.42,-36.42,63528,0,0,0
2018-02-01 16:00:00,21.56,-37.72,0,-129998,0,0
2018-02-02 16:00:00,22.28,-37.38,33827,0,0,0
2018-02-05 16:00:00,22.37,-39.35,0,-197173,2651863,-2610653
2018-02-06 16:00:00,18.78,-41.8,0,-244668,0,0
2018-02-07 16:00:00,15.96,-43.15,0,-135372,0,0
2018-02-08 16:00:00,14.86,-42.21,94696,0,0,0
2018-02-09 16:00:00,9.96,-43.82,0,-161034,0,0
2018-02-12 16:00:00,11.37,-43.21,60784,0,3874892,-5581413
2018-02-13 16:00:00,12.68,-43.59,0,-38367,0,0
2018-02-14 16:00:00,13.57,-43.62,0,-2813,0,0
2018-02-22 16:00:00,16.03,-42.73,89171,0,5356957,-3758857
2018-02-23 16:00:00,16.55,-42.42,31221,0,0,0
2018-02-26 16:00:00,17.91,-41.82,59362,0,3631959,-3622212
2018-02-27 16:00:00,16.21,-42.94,0,-111757,0,0
2018-02-28 16:00:00,15.2,-42.96,0,-2252,0,0
2018-03-01 16:00:00,15.92,-42.59,37359,0,0,0
