Datetime,Benchmark,Strategy,Para1,Para2,Para3,Para4
2017-06-01 16:00:00,0.14,0,0,0,0,0
2017-06-02 16:00:00,-0.18,0,0,0,0,0
2017-06-05 16:00:00,-0.69,0.67,66821,0,9639845,0
2017-06-06 16:00:00,0,1.48,81647,0,0,0
2017-06-07 16:00:00,1.17,3.18,169748,0,0,0
2017-06-08 16:00:00,1.95,3.57,38935,0,0,0
2017-06-09 16:00:00,2.38,3.73,15945,0,0,0
2017-06-12 16:00:00,2.33,3.45,0,-28024,7938281,-8639852
2017-06-13 16:00:00,2.56,3.68,22823,0,0,0
2017-06-14 16:00:00,1.21,2.56,0,-111894.8,0,0
2017-06-15 16:00:00,1.03,2.46,0,-10051.8,0,0
2017-06-16 16:00:00,0.74,2.2,0,-26069.6,0,0
2017-06-19 16:00:00,1.74,3.54,134189,0,8229042,-7150632
2017-06-20 16:00:00,1.53,3.08,0,-45980,0,0
2017-06-21 16:00:00,2.72,4.2,112016,0,0,0
2017-06-22 16:00:00,2.79,3.89,0,-30847,0,0
2017-06-23 16:00:00,3.72,4.41,51415,0,0,0
2017-06-26 16:00:00,5.02,6.43,202802.68,0,7771861,-7761473
2017-06-27 16:00:00,5.21,6.69,25846,0,0,0
2017-06-28 16:00:00,4.39,6.13,0,-56359,0,0
2017-06-29 16:00:00,5.04,6.78,64639,0,0,0
2017-06-30 16:00:00,4.98,7.4,62862,0,0,0
2017-07-03 16:00:00,4.52,7.86,45234,0,8653209,-8649927
2017-07-04 16:00:00,3.64,7.21,0,-64877,0,0
2017-07-05 16:00:00,4.78,7.96,75463,0,0,0
2017-07-06 16:00:00,4.79,7.88,0,-8501.88,0,0
2017-07-07 16:00:00,4.67,8.21,33309.6,0,0,0
2017-07-10 16:00:00,4.6,8.81,60082.2,0,9058052,-9034079.8
2017-07-11 16:00:00,5.09,8.66,0,-15089.2,0,0
2017-07-12 16:00:00,4.75,7.93,0,-73009,0,0
2017-07-13 16:00:00,5.56,8.9,96769,0,0,0
2017-07-14 16:00:00,6.02,9.32,41895.64,0,0,0
2017-07-17 16:00:00,4.89,7.31,0,-200675.6,8843822,-8824213.4
2017-07-18 16:00:00,4.99,7.39,8084,0,0,0
2017-07-19 16:00:00,6.78,8.6,120848,0,0,0
2017-07-20 16:00:00,7.3,9.47,86603,0,0,0
2017-07-21 16:00:00,6.75,9.53,6333,0,0,0
2017-07-24 16:00:00,7.17,10.51,97729,0,8878827,-8880560
2017-07-25 16:00:00,6.49,9.74,0,-76832,0,0
2017-07-26 16:00:00,6.08,9.34,0,-39769,0,0
2017-07-27 16:00:00,6.28,10.05,70703,0,0,0
2017-07-28 16:00:00,6.56,10.23,18445,0,0,0
2017-07-31 16:00:00,7.01,11.04,81051,0,9617913,-9616344
2017-08-01 16:00:00,7.94,11.22,18159,0,0,0
2017-08-02 16:00:00,7.67,10.7,0,-52802,0,0
2017-08-03 16:00:00,6.73,10.66,0,-3437,0,0
2017-08-04 16:00:00,6.15,10.14,0,-51864,0,0
2017-08-07 16:00:00,6.7,10.63,48412,0,9243370,-9243390
2017-08-08 16:00:00,6.85,11.07,44480,0,0,0
2017-08-09 16:00:00,6.82,11.03,0,-4465,0,0
2017-08-10 16:00:00,6.39,10.55,0,-47654,0,0
2017-08-11 16:00:00,4.42,9.26,0,-128615,0,0
2017-08-14 16:00:00,5.78,12.54,327490,0,9158536,-9158463
2017-08-15 16:00:00,6.1,12.99,44840,0,0,0
2017-08-16 16:00:00,5.97,14.11,112561,0,0,0
2017-08-17 16:00:00,6.54,15.56,144613,0,0,0
2017-08-18 16:00:00,6.64,15.27,0,-29271,0,0
2017-08-21 16:00:00,7.1,15.91,64489,0,8624213,-8624221
2017-08-22 16:00:00,7.43,16.64,73304,0,0,0
2017-08-23 16:00:00,7.54,16.57,0,-7985,0,0
2017-08-24 16:00:00,6.92,16.04,0,-52945,0,0
2017-08-25 16:00:00,8.67,17.61,157738,0,0,0
2017-08-28 16:00:00,10.02,18.95,133288,0,9058008,-9058342
2017-08-29 16:00:00,9.78,18.42,0,-53037,0,0
2017-08-30 16:00:00,9.77,18.26,0,-15063,0,0
2017-08-31 16:00:00,9.43,18.24,0,-2670,0,0
2017-09-01 16:00:00,9.67,19.71,146726,0,0,0
2017-09-04 16:00:00,10.1,20.59,88786,0,9349755,-9349408
2017-09-05 16:00:00,10.43,21.36,76920,0,0,0
2017-09-06 16:00:00,10.21,21.48,11814,0,0,0
2017-09-07 16:00:00,9.65,21.58,9975,0,0,0
2017-09-08 16:00:00,9.54,21.63,4810,0,0,0
2017-09-11 16:00:00,9.53,23.01,138090,0,9478261,-9478555
2017-09-12 16:00:00,9.88,23.6,59289,0,0,0
2017-09-13 16:00:00,10.01,23.79,19097,0,0,0
2017-09-14 16:00:00,9.65,23.67,0,-12097,0,0
2017-09-15 16:00:00,9.69,23.78,10955,0,0,0
2017-09-18 16:00:00,10.03,24.67,88442,0,9337569,-9899548
2017-09-19 16:00:00,9.71,24.64,0,-2657,0,0
2017-09-20 16:00:00,10.01,25.21,56626,0,0,0
2017-09-21 16:00:00,9.88,24.95,0,-25343,0,0
2017-09-22 16:00:00,9.87,25.17,22028,0,0,0
2017-09-25 16:00:00,9.3,25.61,43961,0,8577812,-8015367
2017-09-26 16:00:00,9.39,25.41,0,-19902.6,0,0
2017-09-27 16:00:00,9.4,24.98,0,-43265,0,0
2017-09-28 16:00:00,9.44,25.49,50601,0,0,0
2017-09-29 16:00:00,9.84,25.78,29093,0,0,0
2017-10-09 16:00:00,11.15,27.11,133511,0,8684185,-8683869
2017-10-10 16:00:00,11.37,27.04,0,-7709,0,0
2017-10-11 16:00:00,11.73,27.35,31044,0,0,0
2017-10-12 16:00:00,12.03,28.25,89951,0,0,0
2017-10-13 16:00:00,12.26,28.49,24320,0,0,0
2017-10-16 16:00:00,12.04,28.17,0,-31944,9057234,-9072559
2017-10-17 16:00:00,12.03,27.64,0,-53411,0,0
2017-10-18 16:00:00,12.92,27.92,28128,0,0,0
2017-10-19 16:00:00,12.55,26.96,0,-95169,0,0
2017-10-20 16:00:00,12.42,27.69,72705,0,0,0
2017-10-23 16:00:00,12.54,28.46,76753,0,9355430,-9336016
2017-10-24 16:00:00,13.36,28.6,14479,0,0,0
2017-10-25 16:00:00,13.86,30.05,144323,0,0,0
2017-10-26 16:00:00,14.33,30.36,31450,0,0,0
2017-10-27 16:00:00,15.15,30.94,57327,0,0,0
2017-10-30 16:00:00,14.8,30.48,0,-45597,9662672,-10134880
2017-10-31 16:00:00,14.71,29.75,0,-72585,0,0
2017-11-01 16:00:00,14.42,29.12,0,-63075,0,0
2017-11-02 16:00:00,14.44,29.24,11244,0,0,0
2017-11-03 16:00:00,14.31,29.34,10859,0,0,0
2017-11-06 16:00:00,15.12,29.94,59127,0,9879414,-9416192
2017-11-07 16:00:00,16.07,30.48,54688,0,0,0
2017-11-08 16:00:00,15.89,30.93,44347,0,0,0
2017-11-09 16:00:00,16.69,31.31,38194,0,0,0
2017-11-10 16:00:00,17.72,30.94,0,-37092,0,0
2017-11-13 16:00:00,18.19,32.22,128170,0,9258119,-9248885
2017-11-14 16:00:00,17.36,32.22,557,0,0,0
2017-11-15 16:00:00,16.63,30.6,0,-162668,0,0
2017-11-16 16:00:00,17.53,30.9,30029,0,0,0
2017-11-17 16:00:00,17.98,31.68,78393,0,0,0
2017-11-20 16:00:00,18.64,33.37,168794,0,9198667,-9198888
2017-11-21 16:00:00,20.75,34.41,104089,0,0,0
2017-11-22 16:00:00,21.03,36.06,164518,0,0,0
2017-11-23 16:00:00,17.45,33.53,0,-252862,0,0
2017-11-24 16:00:00,17.5,33.25,0,-27395,0,0
2017-11-27 16:00:00,15.95,33.28,2349,0,10680352,-10680685
2017-11-28 16:00:00,16.12,33.54,26561,0,0,0
2017-11-29 16:00:00,16.06,33.33,0,-21545,0,0
2017-11-30 16:00:00,14.69,32.62,0,-70985,0,0
2017-12-01 16:00:00,14.47,33.3,68172,0,0,0
2017-12-04 16:00:00,15.06,32.04,0,-125587,7570021,-7569714
2017-12-05 16:00:00,15.67,31.85,0,-19427,0,0
2017-12-06 16:00:00,14.97,31.97,11746,0,0,0
2017-12-07 16:00:00,13.69,30.81,0,-115801,0,0
2017-12-08 16:00:00,14.62,30.7,0,-10480,0,0
2017-12-11 16:00:00,16.51,32.81,210917,0,10485126,-10485363
2017-12-12 16:00:00,14.98,30.85,0,-195838,0,0
2017-12-13 16:00:00,15.95,32,114580,0,0,0
2017-12-14 16:00:00,15.27,31.28,0,-71892,0,0
2017-12-15 16:00:00,13.97,30.76,0,-51790,0,0
2017-12-18 16:00:00,14.1,31.6,84181,0,8373006,-8371426
2017-12-19 16:00:00,15.53,32.16,55686,0,0,0
2017-12-20 16:00:00,15.39,31.81,0,-35203,0,0
2017-12-21 16:00:00,16.46,32.17,36234,0,0,0
2017-12-22 16:00:00,16.08,31.67,0,-50017,0,0
2017-12-25 16:00:00,15.71,31.2,0,-47480,9713902,-9714119
2017-12-26 16:00:00,16.05,31.99,79418,0,0,0
2017-12-27 16:00:00,14.27,31.74,0,-25303,0,0
2017-12-28 16:00:00,15.06,31.52,0,-21356,0,0
2017-12-29 16:00:00,15.4,32.16,63250,0,0,0
2018-01-02 16:00:00,17.02,34.11,195436,0,10626968,-10627406
2018-01-03 16:00:00,17.71,35.21,109616,0,0,0
2018-01-04 16:00:00,18.21,35.23,2476,0,0,0
2018-01-05 16:00:00,18.49,35.54,30394,0,0,0
2018-01-08 16:00:00,19.1,36.01,47913,0,9192239,-9192234
2018-01-09 16:00:00,19.94,36.86,84346,0,0,0
2018-01-10 16:00:00,20.47,36.25,0,-60821,0,0
2018-01-11 16:00:00,20.4,35.76,0,-48913,0,0
2018-01-12 16:00:00,20.96,35.94,17842,0,0,0
2018-01-15 16:00:00,20.97,35.96,1623,0,10444507,-10444058
2018-01-16 16:00:00,21.92,37.63,167707,0,0,0
2018-01-17 16:00:00,21.62,37.23,0,-39952,0,0
2018-01-18 16:00:00,22.29,36.86,0,-37060,0,0
2018-01-19 16:00:00,22.69,36.52,0,-33916,0,0
2018-01-22 16:00:00,24.16,39.18,265725,0,11482248,-11487260
2018-01-23 16:00:00,25.47,39.97,79117,0,0,0
2018-01-24 16:00:00,25.68,40.77,79490,0,0,0
2018-01-25 16:00:00,24.97,40.62,0,-14490,0,0
2018-01-26 16:00:00,25.44,41.19,56912,0,0,0
2018-01-29 16:00:00,23.17,39.29,0,-189783,9962139,-10030746
2018-01-30 16:00:00,21.85,38.26,0,-103380,0,0
2018-01-31 16:00:00,22.42,37.44,0,-82388,0,0
2018-02-01 16:00:00,21.56,33.15,0,-428167,0,0
2018-02-02 16:00:00,22.28,34.36,120720,0,0,0
2018-02-05 16:00:00,22.37,35.37,100921,0,8957366,-8884229
2018-02-06 16:00:00,18.78,31.45,0,-391575,0,0
2018-02-07 16:00:00,15.96,30.02,0,-143102,0,0
2018-02-08 16:00:00,14.86,29.38,0,-64545,0,0
2018-02-09 16:00:00,9.96,24.82,0,-456052,0,0
2018-02-12 16:00:00,11.37,28.95,413504,0,10451218,-10451753
2018-02-13 16:00:00,12.68,29.87,92049,0,0,0
2018-02-14 16:00:00,13.57,31.23,136111,0,0,0
2018-02-22 16:00:00,16.03,34.87,363413,0,9950601,-9949438
2018-02-23 16:00:00,16.55,34.76,0,-11100,0,0
2018-02-26 16:00:00,17.91,38.3,354237,0,6369455,-6369950
2018-02-27 16:00:00,16.21,38.56,26389,0,0,0
2018-02-28 16:00:00,15.2,39.38,81397,0,0,0
2018-03-01 16:00:00,15.92,41.46,208015,0,0,0
2018-03-02 16:00:00,14.99,39.51,0,-194622,0,0
2018-03-05 16:00:00,15.04,39.09,0,-42160,11839748,-11841352
2018-03-06 16:00:00,16.42,40.84,175011,0,0,0
2018-03-07 16:00:00,15.57,40.02,0,-81505,0,0
2018-03-08 16:00:00,16.74,40.94,91597,0,0,0
2018-03-09 16:00:00,17.64,42.02,107478,0,0,0
